country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
UK,2008,line_item,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Resource DEL,Resource DEL,16400.0,thousand,GBP,science_agency,review,1.0,2008_UK.pdf,206,gpt-4o-mini,extract,
UK,2008,section_total,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Total resource DEL,Total resource DEL,16400.0,thousand,GBP,science_agency,review,1.0,2008_UK.pdf,206,gpt-4o-mini,extract,
UK,2008,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment of £10 million over five years to support Project Enthuse,Investment of £10 million over five years to support Project Enthuse,10000.0,thousand,GBP,higher_education,review,0.8,2008_UK.pdf,55,gpt-4o-mini,extract,Funding to develop skills of science teachers at the National Science Learning Centre
UK,2008,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for science and innovation,Total budget for science and innovation,3260.0,thousand,GBP,science_agency,review,0.7,2008_UK.pdf,55,gpt-4o-mini,extract,Total includes non-R&D components
UK,2009,section_total,DIUS,"Department for Innovation, Universities and Skills","Department for Innovation, Universities and Skills",,Science budget,Science budget,1600.0,thousand,GBP,science_agency,review,1.0,2009_UK.pdf,136,gpt-4o-mini,extract,Total for the science budget
UK,2009,program_total,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Capital DEL,Capital DEL,1800.0,thousand,GBP,research_infrastructure,review,0.7,2009_UK.pdf,250,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
UK,2009,line_item,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Capital DEL,Capital DEL,2600.0,thousand,GBP,research_infrastructure,review,0.8,2009_UK.pdf,250,gpt-4o-mini,extract,Explicitly for research infrastructure.
UK,2009,line_item,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Resource DEL,Resource DEL,17200.0,thousand,GBP,higher_education,review,0.8,2009_UK.pdf,250,gpt-4o-mini,extract,Explicitly for research activities.
UK,2009,section_total,"Innovation, Universities and Skills","Innovation, Universities and Skills","Innovation, Universities and Skills",,Total resource DEL,Total resource DEL,17900.0,thousand,GBP,science_agency,review,0.7,2009_UK.pdf,250,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
UK,2009,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£250 million will be allocated from the new Strategic Investment Fund to help UK industry benefit from low-carbon investment opportunities.,£250 million will be allocated from the new Strategic Investment Fund to help UK industry benefit from low-carbon investment opportunities.,250000.0,thousand,GBP,innovation_instruments,review,0.8,2009_UK.pdf,46,gpt-4o-mini,extract,Part of the Strategic Investment Fund aimed at low-carbon investments.
UK,2009,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£405 million to support the development of the low-carbon energy and advanced green manufacturing sector in the UK.,£405 million to support the development of the low-carbon energy and advanced green manufacturing sector in the UK.,405000.0,thousand,GBP,innovation_instruments,review,0.8,2009_UK.pdf,46,gpt-4o-mini,extract,Funding to support low-carbon technologies and attract investment.
UK,2009,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"£10 million programme of research and development for the creative industries, led by the TSB, which is awarding grants to almost 300 UK-based companies and academic institutions.","£10 million programme of research and development for the creative industries, led by the TSB, which is awarding grants to almost 300 UK-based companies and academic institutions.",10000.0,thousand,GBP,direct_rd,review,0.9,2009_UK.pdf,89,gpt-4o-mini,extract,
UK,2010,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£18.5 million for developing offshore wind test sites in the North East,£18.5 million for developing offshore wind test sites in the North East,18500.0,thousand,GBP,direct_rd,review,0.9,2010_03_UK.pdf,118,gpt-4o-mini,extract,Funding for R&D test sites
UK,2010,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£30 million support for Mitsubishi to locate a new £100 million offshore wind R&D facility in the UK,£30 million support for Mitsubishi to locate a new £100 million offshore wind R&D facility in the UK,30000.0,thousand,GBP,direct_rd,review,0.9,2010_03_UK.pdf,118,gpt-4o-mini,extract,Specific R&D funding for offshore wind facility
UK,2010,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£45 million for research and technology critical to the development of low-carbon aircraft engines,£45 million for research and technology critical to the development of low-carbon aircraft engines,45000.0,thousand,GBP,direct_rd,review,0.9,2010_03_UK.pdf,118,gpt-4o-mini,extract,R&D funding for low-carbon aircraft engines
UK,2010,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for science and innovation,Total budget for science and innovation,600000.0,thousand,GBP,science_agency,review,0.9,2010_03_UK.pdf,49,gpt-4o-mini,extract,
UK,2010,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£30 million funding for the Institute of Web Science,£30 million funding for the Institute of Web Science,30000.0,thousand,GBP,research_infrastructure,review,0.8,2010_03_UK.pdf,64,gpt-4o-mini,extract,
UK,2010,program_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Modernisation Fund for Higher Education,Modernisation Fund for Higher Education,270000.0,thousand,GBP,higher_education,include,0.9,2010_03_UK.pdf,92,gpt-4o-mini,extract,Includes funding for additional student places.
UK,2010,section_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total budget for UK Research and Innovation,Total budget for UK Research and Innovation,1600.0,thousand,GBP,science_agency,review,0.9,2010_03_UK.pdf,95,gpt-4o-mini,extract,Total includes R&D components
UK,2010,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for science and innovation,Total budget for science and innovation,1800.0,thousand,GBP,science_agency,review,0.9,2010_03_UK.pdf,95,gpt-4o-mini,extract,Total includes R&D components
UK,2010,program_total,BIS,"Business, Innovation and Skills","Business, Innovation and Skills",,Resource DEL,Resource DEL,19200.0,thousand,GBP,science_agency,review,1.0,2010_06_UK.pdf,48,gpt-4o-mini,extract,
UK,2010,section_total,BIS,"Business, Innovation and Skills","Business, Innovation and Skills",,Total capital DEL,Total capital DEL,2000.0,thousand,GBP,research_infrastructure,review,1.0,2010_06_UK.pdf,48,gpt-4o-mini,extract,
UK,2010,section_total,BIS,"Business, Innovation and Skills","Business, Innovation and Skills",,Total resource DEL,Total resource DEL,19200.0,thousand,GBP,science_agency,review,1.0,2010_06_UK.pdf,48,gpt-4o-mini,extract,
UK,2011,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,provide £100 million of new capital funding in 2011-12 for science and innovation campuses,provide £100 million of new capital funding in 2011-12 for science and innovation campuses,100000.0,thousand,GBP,research_infrastructure,review,0.9,2011_UK.pdf,56,gpt-4o-mini,extract,
UK,2011,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,increase the SME rate of R&D tax credit to 200 per cent from April 2011 and 225 per cent from April 2012,increase the SME rate of R&D tax credit to 200 percent from April 2011 and 225 percent from April 2012,0.0,thousand,GBP,innovation_instruments,review,0.5,2011_UK.pdf,7,gpt-4o-mini,extract,"Amount 0.000e+00 GBP out of plausible range [1e+04, 1e+11]"
UK,2011,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,invest £100 million in science capital development,invest £100 million in science capital development,100000.0,thousand,GBP,research_infrastructure,review,0.9,2011_UK.pdf,7,gpt-4o-mini,extract,
UK,2011,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,launch the first Technology and Innovation Centre in high value manufacturing,launch the first Technology and Innovation Centre in high value manufacturing,,as_printed,GBP,innovation_instruments,review,0.4,2011_UK.pdf,7,gpt-4o-mini,extract,no_amount
UK,2012,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for R&D,Total budget for R&D,1217.0,thousand,GBP,science_agency,review,1.0,2012_UK.pdf,41,gpt-4o-mini,extract,
UK,2012,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£1 billion to support the commercialisation of Carbon Capture and Storage,£1 billion to support the commercialisation of Carbon Capture and Storage,1000.0,thousand,GBP,direct_rd,review,0.9,2012_UK.pdf,41,gpt-4o-mini,extract,
UK,2012,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£100 million fund to support investment in major new university research facilities,£100 million fund to support investment in major new university research facilities,100000.0,thousand,GBP,higher_education,review,0.9,2012_UK.pdf,43,gpt-4o-mini,extract,
UK,2012,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£125 million Advanced Manufacturing Supply Chain Initiative,£125 million Advanced Manufacturing Supply Chain Initiative,125000.0,thousand,GBP,innovation_instruments,review,0.9,2012_UK.pdf,43,gpt-4o-mini,extract,
UK,2012,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D tax credits: above the line,R&D tax credits: above the line,,billion,GBP,innovation_instruments,review,0.4,2012_UK.pdf,51,gpt-4o-mini,extract,R&D tax credits are incentives for R&D activities. | no_amount
UK,2012,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total Resource DEL excluding depreciation,Total Resource DEL excluding depreciation,15900.0,thousand,GBP,science_agency,review,0.7,2012_UK.pdf,56,gpt-4o-mini,extract,Mixed-purpose ministry; total includes non-R&D components.
UK,2012,section_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total Resource DEL excluding depreciation,Total Resource DEL excluding depreciation,,billion,GBP,science_agency,review,0.4,2012_UK.pdf,56,gpt-4o-mini,extract,Total for dedicated science agency. | no_amount
UK,2012,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Strength in Places Fund,Strength in Places Fund,,billion,GBP,direct_rd,review,0.4,2012_UK.pdf,59,gpt-4o-mini,extract,Fund aimed at enhancing research capabilities in specific places. | no_amount
UK,2012,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,University research facilities,University research facilities,100000.0,thousand,GBP,research_infrastructure,include,0.9,2012_UK.pdf,59,gpt-4o-mini,extract,Funding specifically for university research facilities.
UK,2013,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Aerospace Technology Institute (ATI) providing R&D support to the aerospace sector,Aerospace Technology Institute (ATI) providing R&D support to the aerospace sector,2100.0,thousand,GBP,direct_rd,include,0.9,2013_UK.pdf,49,gpt-4o-mini,extract,Government and industry contributing equal shares
UK,2013,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding to support the Government’s Industrial Strategy,Funding to support the Government’s Industrial Strategy,1600.0,thousand,GBP,direct_rd,review,0.9,2013_UK.pdf,49,gpt-4o-mini,extract,Allocated over the course of 2013
UK,2013,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Small Business Research Initiative (SBRI) increasing contract value for R&D,Small Business Research Initiative (SBRI) increasing contract value for R&D,100000.0,thousand,GBP,innovation_instruments,review,0.8,2013_UK.pdf,50,gpt-4o-mini,extract,Value of contracts increasing from £40 million in 2012-13
UK,2013,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total Resource DEL for R&D,Total Resource DEL for R&D,500000.0,thousand,GBP,science_agency,review,1.0,2013_UK.pdf,66,gpt-4o-mini,extract,
UK,2013,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total Resource DEL for R&D,Total Resource DEL for R&D,1200.0,thousand,GBP,science_agency,review,1.0,2013_UK.pdf,66,gpt-4o-mini,extract,
UK,2013,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D Tax Credits: increase Above the Line credit to 10%,R&D Tax Credits: increase Above the Line credit to 10%,45000.0,thousand,GBP,unclear,review,0.2,2013_UK.pdf,69,gpt-4o-mini,extract,
UK,2013,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total Resource DEL,Total Resource DEL,1100.0,thousand,GBP,science_agency,review,0.5,2013_UK.pdf,7,gpt-4o-mini,extract,Total includes non-R&D components
UK,2013,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,300000.0,thousand,GBP,direct_rd,review,0.8,2013_UK.pdf,73,gpt-4o-mini,extract,
UK,2013,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Science budget allocation,Science budget allocation,400000.0,thousand,GBP,direct_rd,include,0.8,2013_UK.pdf,73,gpt-4o-mini,extract,
UK,2013,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Aerospace Technology Institute, which will provide a total of £2.1 billion of research and development support over seven years.","Aerospace Technology Institute, which will provide a total of £2.1 billion of research and development support over seven years.",2100.0,thousand,GBP,direct_rd,review,0.9,2013_UK.pdf,8,gpt-4o-mini,extract,R&D support for aerospace technology
UK,2013,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£1.6 billion of funding to support strategies in 11 key sectors as part of its industrial strategy.,£1.6 billion of funding to support strategies in 11 key sectors as part of its industrial strategy.,1600.0,thousand,GBP,innovation_instruments,review,0.8,2013_UK.pdf,8,gpt-4o-mini,extract,Funding for industrial strategy includes R&D components
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Over £1 billion of public and private investment in research infrastructure projects,Over £1 billion of public and private investment in research infrastructure projects,1000.0,thousand,GBP,research_infrastructure,review,1.0,2014_UK.pdf,34,gpt-4o-mini,extract,Investment in specific research infrastructure projects.
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Research Councils have invested in research capital,Research Councils have invested in research capital,1690.0,thousand,GBP,research_infrastructure,review,1.0,2014_UK.pdf,34,gpt-4o-mini,extract,Investment specifically for research capital.
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Support for innovative start ups and early stage companies to invest in research and development,Support for innovative start ups and early stage companies to invest in research and development,1300.0,thousand,GBP,innovation_instruments,review,1.0,2014_UK.pdf,34,gpt-4o-mini,extract,Investment specifically for R&D tax credit increase.
UK,2014,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total investment in science,Total investment in science,21500.0,thousand,GBP,science_agency,review,1.0,2014_UK.pdf,34,gpt-4o-mini,extract,Total includes various R&D components.
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Alan Turing Institute for Big Data,Alan Turing Institute for Big Data,,,GBP,research_infrastructure,review,0.4,2014_UK.pdf,57,gpt-4o-mini,extract,no_amount
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Catapult centres: cell therapy and graphene,Catapult centres: cell therapy and graphene,-5000.0,thousand,GBP,innovation_instruments,review,0.5,2014_UK.pdf,57,gpt-4o-mini,extract,"Amount -5.000e+06 GBP out of plausible range [1e+04, 1e+11]"
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Centres for doctoral training,Centres for doctoral training,-30000.0,thousand,GBP,higher_education,review,0.5,2014_UK.pdf,57,gpt-4o-mini,extract,"Amount -3.000e+07 GBP out of plausible range [1e+04, 1e+11]"
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D tax credits: increase payable element for SMEs,R&D tax credits: increase payable element for SMEs,-5000.0,thousand,GBP,direct_rd,review,0.5,2014_UK.pdf,57,gpt-4o-mini,extract,"Amount -5.000e+06 GBP out of plausible range [1e+04, 1e+11]"
UK,2014,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total Resource DEL for BIS,Total Resource DEL for BIS,317900.0,thousand,GBP,science_agency,review,0.5,2014_UK.pdf,61,gpt-4o-mini,extract,"Amount 3.179e+11 GBP out of plausible range [1e+04, 1e+11]"
UK,2014,section_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total Resource DEL for UKRI,Total Resource DEL for UKRI,,billion,GBP,science_agency,review,0.4,2014_UK.pdf,61,gpt-4o-mini,extract,"Total for UKRI, specific breakdown not provided. | no_amount"
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,,billion,GBP,direct_rd,review,0.4,2014_UK.pdf,84,gpt-4o-mini,extract,Funding aimed at R&D projects. | no_amount
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Science budget,Science budget,,billion,GBP,direct_rd,review,0.4,2014_UK.pdf,84,gpt-4o-mini,extract,Specific allocation for R&D activities. | no_amount
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Strength in Places Fund,Strength in Places Fund,,billion,GBP,direct_rd,review,0.4,2014_UK.pdf,84,gpt-4o-mini,extract,Supports R&D in local areas. | no_amount
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Alan Turing Institute – The government will provide £42 million over 5 years for the Alan Turing Institute – a national institute which will enable the UK to lead the way in, and reap the benefits from, Big Data science.","Alan Turing Institute – The government will provide £42 million over 5 years for the Alan Turing Institute – a national institute which will enable the UK to lead the way in, and reap the benefits from, Big Data science.",42000.0,thousand,GBP,direct_rd,review,0.9,2014_UK.pdf,86,gpt-4o-mini,extract,
UK,2014,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Expansion to Catapult centres – £74 million over 5 years will be provided for a Cell Therapy Manufacturing Centre and Graphene Innovation Centre.,Expansion to Catapult centres – £74 million over 5 years will be provided for a Cell Therapy Manufacturing Centre and Graphene Innovation Centre.,74000.0,thousand,GBP,direct_rd,review,0.9,2014_UK.pdf,86,gpt-4o-mini,extract,
UK,2015,line_item,,Research Councils (pre-UKRI),Research Councils (pre-UKRI),,Investment in the Crick Institute,Investment in the Crick Institute,30000.0,thousand,GBP,science_agency,review,1.0,2015_03_UK.pdf,102,gpt-4o-mini,targeted_recovery,Matched funding from Cancer Research UK and the Wellcome Trust.
UK,2015,line_item,,Engineering and Physical Sciences Research Council (EPSRC),Engineering and Physical Sciences Research Council (EPSRC),,Investment towards UKCRIC,Investment towards UKCRIC,138000.0,thousand,GBP,science_agency,include,1.0,2015_03_UK.pdf,102,gpt-4o-mini,targeted_recovery,Investment for the UK Centre for Collaboratorium for Research in Infrastructure and Cities.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,7 Innovation Catapults launched to support sectors such as High Value Manufacturing,7 Innovation Catapults launched to support sectors such as High Value Manufacturing,,,,innovation_instruments,review,0.4,2015_03_UK.pdf,39,gpt-4o-mini,extract,no_amount
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,At SR13 the government provided a long term commitment to science capital infrastructure – £1.1bn a year rising with inflation from 2016-2021,At SR13 the government provided a long term commitment to science capital infrastructure – £1.1bn a year rising with inflation from 2016-2021,1100.0,thousand,GBP,research_infrastructure,review,1.0,2015_03_UK.pdf,39,gpt-4o-mini,extract,
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Government has introduced a new ‘above the line’ R&D expenditure credit and increased the rate of SME R&D tax credits, benefiting over 15,000 innovative businesses","Government has introduced a new ‘above the line’ R&D expenditure credit and increased the rate of SME R&D tax credits, benefiting over 15,000 innovative businesses",,,,innovation_instruments,review,0.4,2015_03_UK.pdf,39,gpt-4o-mini,extract,no_amount
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Government has provided £4.6bn of research funding per year since 2010,Government has provided £4.6bn of research funding per year since 2010,4600.0,thousand,GBP,direct_rd,review,1.0,2015_03_UK.pdf,39,gpt-4o-mini,extract,
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Over £1.4bn of public and private investment in 27 research infrastructure projects through the Research Partnership Investment Fund,Over £1.4bn of public and private investment in 27 research infrastructure projects through the Research Partnership Investment Fund,1400.0,thousand,GBP,research_infrastructure,review,1.0,2015_03_UK.pdf,39,gpt-4o-mini,extract,
UK,2015,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for science and innovation,Total budget for science and innovation,4600.0,thousand,GBP,science_agency,review,1.0,2015_03_UK.pdf,39,gpt-4o-mini,extract,
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,R&D tax credits for small businesses,R&D tax credits for small businesses,0.0,thousand,GBP,innovation_instruments,review,0.5,2015_03_UK.pdf,44,gpt-4o-mini,extract,"This line discusses measures to improve accessibility of R&D tax credits. | Amount 0.000e+00 GBP out of plausible range [1e+04, 1e+11]"
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"£60m investment in a new Energy Research Accelerator, to develop the energy technologies of the future","£60m investment in a new Energy Research Accelerator, to develop the energy technologies of the future",60000.0,thousand,GBP,direct_rd,review,0.9,2015_03_UK.pdf,49,gpt-4o-mini,extract,
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Reinvesting up to £30m from the sale of Medical Research Council assets to support research at the Francis Crick Institute,Reinvesting up to £30m from the sale of Medical Research Council assets to support research at the Francis Crick Institute,30000.0,thousand,GBP,direct_rd,review,0.9,2015_03_UK.pdf,51,gpt-4o-mini,extract,
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Commitment to capital investment in science facilities,Commitment to capital investment in science facilities,1100.0,thousand,GBP,research_infrastructure,include,0.9,2015_03_UK.pdf,52,gpt-4o-mini,extract,Rising with inflation between 2016 and 2021
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Direct support to innovation,Direct support to innovation,500000.0,thousand,GBP,innovation_instruments,include,0.9,2015_03_UK.pdf,52,gpt-4o-mini,extract,Annual budget of Innovate UK
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Funding for cutting-edge scientific infrastructure,Funding for cutting-edge scientific infrastructure,400000.0,thousand,GBP,research_infrastructure,review,0.9,2015_03_UK.pdf,52,gpt-4o-mini,extract,Competitive fund based on scientific excellence
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Advanced wellbeing research centre,Advanced wellbeing research centre,14000.0,thousand,GBP,direct_rd,include,0.9,2015_03_UK.pdf,77,gpt-4o-mini,extract,Investment to build a new sports and exercise research centre.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Centre for Agricultural Informatics and Sustainability Metrics,Centre for Agricultural Informatics and Sustainability Metrics,11800.0,thousand,GBP,direct_rd,include,0.9,2015_03_UK.pdf,78,gpt-4o-mini,extract,Investment in creating a research centre.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Energy research accelerator,Energy research accelerator,60000.0,thousand,GBP,direct_rd,include,0.9,2015_03_UK.pdf,78,gpt-4o-mini,extract,Investment into energy research conducted by universities.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Knowledge transfer in chemicals sector,Knowledge transfer in chemicals sector,1000.0,thousand,GBP,direct_rd,include,0.9,2015_03_UK.pdf,78,gpt-4o-mini,extract,Funding to support knowledge transfer within the chemicals sector.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Digital Economy Centres,Digital Economy Centres,23000.0,thousand,GBP,direct_rd,include,0.9,2015_07_UK.pdf,102,gpt-4o-mini,extract,Investment in digital economy research centres.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment in science capital to investigate great challenges,Investment in science capital to investigate great challenges,6900.0,thousand,GBP,research_infrastructure,review,1.0,2015_07_UK.pdf,65,gpt-4o-mini,extract,Specific allocation for science infrastructure.
UK,2015,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for science and innovation,Total budget for science and innovation,6900.0,thousand,GBP,science_agency,review,1.0,2015_07_UK.pdf,65,gpt-4o-mini,extract,Total includes allocations for R&D and science infrastructure.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment in 6 Next Generation Digital Economy Centres,Investment in 6 Next Generation Digital Economy Centres,23000.0,thousand,GBP,innovation_instruments,review,0.9,2015_07_UK.pdf,68,gpt-4o-mini,extract,Funding for innovation in the digital economy.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£400 million round of the Research Partnership Investment Fund,£400 million round of the Research Partnership Investment Fund,400000.0,thousand,GBP,direct_rd,review,0.9,2015_07_UK.pdf,68,gpt-4o-mini,extract,Funding for research partnerships.
UK,2015,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,£128 million in the UK Collaboration for Research in Infrastructure and Cities (UKCRIC),£128 million in the UK Collaboration for Research in Infrastructure and Cities (UKCRIC),128000.0,thousand,GBP,direct_rd,review,0.9,2015_07_UK.pdf,72,gpt-4o-mini,extract,Funding for collaboration in research on infrastructure.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Aerospace R&D funding,Aerospace R&D funding,16000.0,thousand,GBP,direct_rd,review,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Funding for aerospace R&D matched by industry.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Birmingham STEAMhouse,Birmingham STEAMhouse,14000.0,thousand,GBP,innovation_instruments,include,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Investment in a creative innovation centre.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Compound Semiconductor Catapult,Compound Semiconductor Catapult,50000.0,thousand,GBP,innovation_instruments,review,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Investment to establish a new Catapult.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Dyson batteries,Dyson batteries,16000.0,thousand,GBP,direct_rd,include,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Grant to support R&D for battery technology.
UK,2016,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Funding for research councils,Funding for research councils,4500.0,thousand,GBP,science_agency,review,1.0,2016_UK.pdf,130,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Funding for the Strength in Places Fund,Funding for the Strength in Places Fund,500000.0,thousand,GBP,innovation_instruments,review,1.0,2016_UK.pdf,130,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment in the Industrial Strategy Challenge Fund,Investment in the Industrial Strategy Challenge Fund,1000.0,thousand,GBP,innovation_instruments,review,1.0,2016_UK.pdf,130,gpt-4o-mini,extract,
