reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision
CRI_2018_008,CRI,Costa Rica,2018,,2018.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,public,adoption,growth_supporting,"Removing unjustified exemptions can enhance competition, leading to increased productivity and innovation in affected sectors.",high,Competition Law Reform,,False,announced,Costa Rica is undertaking in-depth reviews of 25 sectors exempt from competition law.,high,True,3,"This reform targets significant structural issues in the economy that affect competition and innovation, with potential wide-ranging impacts.",high,"Costa Rica is undertaking in-depth reviews of sectors exempt from competition law, with the aim of removing unjustified exemptions that hinder competition and productivity.",Costa Rica is undertaking in-depth reviews of 25 sectors exempt from competition law between 2017 and 2020.,160.0,160.0,0.0,drop,drop_rule_based
CRI_2018_010,CRI,Costa Rica,2018,,,,,,,,,,,innovation,startup_ecosystem,,,public,adoption,growth_supporting,"Facilitating the exit of unviable firms allows resources to be reallocated to more productive uses, enhancing overall economic efficiency.",high,Insolvency Regime Overhaul,Unified Regulatory Framework for Insolvency,False,announced,A major overhaul of the insolvency regime is underway.,high,True,3,"This reform represents a structural change in the insolvency process, which is crucial for improving the business environment and promoting economic dynamism.",high,"A major overhaul of the insolvency regime is underway, aiming to unify the regulatory framework and expedite the resolution process for unviable businesses.",A major overhaul of the insolvency regime is underway.,164.0,164.0,0.0,drop,drop_rule_based
CRI_2020_004,CRI,Costa Rica,2020,,,,,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Reducing administrative burdens can enhance firm entry and competition, leading to increased productivity and economic growth.",high,2020 Business Process Simplification Initiative,Administrative Burden Reduction,True,announced,Authorities are working towards a better legal framework and improving coordination among ministries.,medium,False,2,"This initiative represents a significant effort to streamline business processes, which can have a meaningful impact on the ease of doing business and overall economic activity.",medium,"Costa Rica is working towards reducing administrative burdens and improving the licensing and permits system for starting a business, which currently takes longer than in most OECD countries. The Costa Rican Export Promotion Agency (PROCOMER) has made progress in simplifying and digitalizing business processes, including the registration phase and licenses.",Costa Rica is also moving in that direction. The Costa Rican Export Promotion Agency (PROCOMER) has made good progress in simplifying and digitalising all business processes for firms operating in the free trade zones.,85.0,85.0,0.0,drop,drop_rule_based
CRI_2020_005,CRI,Costa Rica,2020,,,,,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Improving digital governance can reduce transaction costs for businesses and enhance compliance with regulations, fostering a more conducive environment for innovation.",high,2020 Digital Governance Initiative,Pura Vida Digital Portal,True,announced,"Authorities have recently launched a web portal, Pura Vida Digital, which widens the number of transactions with government agencies that can be resolved online.",medium,False,2,This initiative is a significant step towards modernizing government services and improving accessibility for businesses and citizens.,medium,"The government is enhancing digital governance by launching a web portal, Pura Vida Digital, to facilitate online transactions with government agencies. This initiative aims to improve the efficiency of administrative procedures for firms and citizens.","Authorities have recently launched a web portal, Pura Vida Digital, which widens the number of transactions with government agencies that can be resolved online.",86.0,86.0,-2.0,drop,drop_rule_based
CRI_2023_001,CRI,Costa Rica,2023,,2021.0,explicit,high,,,,,,,innovation,human_capital,,,public,unknown,growth_supporting,"Improving teacher quality is expected to enhance educational outcomes, which can lead to a more skilled workforce and increased productivity.",high,2021 Education Quality Framework,,False,announced,Costa Rica is developing a framework for the assessment of the quality of education.,high,False,2,"This reform is significant as it aims to systematically improve teacher assessment and feedback, which is crucial for enhancing educational quality.",medium,"Costa Rica is developing a framework for the assessment of the quality of education, which will provide guidance on teacher evaluation and feedback mechanisms. This initiative aims to enhance the quality of teaching and learning outcomes in the education system.",Costa Rica is developing a framework for the assessment of the quality of education that has to be presented for approval to the Higher Council of Education.,88.0,88.0,0.0,drop,drop_rule_based
CRI_2023_004,CRI,Costa Rica,2023,,2022.0,explicit,high,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"By improving vocational education, the reform aims to reduce skills mismatches and enhance the employability of graduates, contributing to economic growth.",high,2022 Vocational Education Reform,Vocational Education Enhancement,False,announced,Recent reforms in vocational education aim at increasing the supply and quality of technicians.,high,False,2,"This reform is significant as it targets a specific area of education that is crucial for addressing labor market needs, but it does not represent a complete overhaul of the education system.",medium,"Costa Rica is strengthening vocational education reforms to increase the supply and quality of technicians, addressing skills mismatches in the labor market.",Recent reforms in vocational education aim at increasing the supply and quality of technicians.,,,0.0,drop,drop_rule_based
CRI_2023_005,CRI,Costa Rica,2023,,2023.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"Enhancing the digital signature mechanism is likely to reduce bureaucratic hurdles, thereby encouraging formalization and improving business efficiency.",high,Digital Signature Improvement Initiative,,False,announced,The Central Bank is currently working towards a solution that would enable the use of the digital signature via mobile phones.,high,False,2,"This reform addresses a significant barrier to business operations and formalization, which can have a positive impact on the overall business environment.",medium,"Costa Rica is working towards improving the digital signature mechanism to facilitate compliance with administrative procedures, which is expected to enhance the ease of doing business and support the formalization of firms.",The Central Bank is currently working towards a solution that would enable the use of the digital signature via mobile phones.,43.0,43.0,-2.0,drop,drop_rule_based
CZE_2001_002,CZE,Czech Republic,2001,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"The scheme has successfully attracted significant investment, fostering growth in key sectors and creating jobs.",high,Investment Incentives Scheme,,False,implemented,The scheme has been in effect since its introduction in 1998.,high,False,2,"While significant, the scheme is an extension of existing policies rather than a complete overhaul.",medium,"The Czech government introduced an investment incentives scheme in April 1998, initially targeting the manufacturing sector and later extending it to IT areas such as software development and client support centres, supporting 41 new investment projects valued at over $2.3 billion.","The government’s investment in incentives scheme, launched in April 1998... has certainly played a role in the pickup of FDI.",,,-3.0,drop,drop_rule_based
CZE_2003_001,CZE,Czech Republic,2003,2002.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"This reform is expected to stimulate technological progress and job creation in high-tech sectors, enhancing overall economic productivity.",high,2002 Investment Support Initiative,Strategic Services and Technological Centres Support,False,implemented,Investment support became available for strategic services and technological centres in 2002.,high,True,3,"This reform represents a significant shift in policy, broadening the scope of investment incentives to include high-tech sectors, which is crucial for the modernization of the Czech economy.",high,"In 2002, the Czech government expanded investment support to include strategic services and technological centres, providing significant corporate tax relief and subsidies for eligible projects.","In 2002, investment support became available also for strategic services and technological centres, including business customer contact, hi-tech service and repair, software development, and R&D centres.",,,-3.0,drop,drop_rule_based
CZE_2006_005,CZE,Czech Republic,2006,2006.0,,,,2006.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing adult education opportunities can improve the skill level of the workforce, thereby supporting economic growth and productivity.",high,2006 Adult Education Initiative,,False,implemented,The act was approved to widen opportunities for adult qualifications.,high,False,2,"The reform addresses a significant gap in adult education, which is crucial for lifelong learning and adapting to labor market needs.",medium,"A new act was approved in early 2006 to widen opportunities for obtaining adult qualifications, aiming to improve access to education for adults seeking secondary or tertiary level courses.",A new act was approved in early 2006 that should in principle widen the opportunities for obtaining adult qualifications.,117.0,117.0,0.0,drop,drop_rule_based
CZE_2010_004,CZE,Czech Republic,2010,2009.0,2009.0,explicit,high,2009.0,explicit,high,,explicit,high,innovation,knowledge_transfer,,,public,adoption,growth_supporting,Streamlining data access enhances efficiency and supports innovation in public services.,high,Key Registers Act,,False,implemented,The Act has been successfully adopted and is in force.,high,True,3,The adoption of the Act represents a significant structural change in data management.,high,"The Act on Key Registers was adopted to create four main electronic information registers, streamlining data access for public authorities and reducing the administrative burden on citizens and businesses.",The law provides for the creation of four main electronic information registers that should be used by public authorities seeking the relevant data.,148.0,148.0,0.0,drop,drop_rule_based
CZE_2011_002,CZE,Czech Republic,2011,2011.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,unknown,growth_supporting,"Lowering the capital requirement encourages entrepreneurship and the establishment of new businesses, which can stimulate economic growth.",high,Startup Ecosystem Enhancement,Minimum Capital Reduction,True,implemented,The legislation has been enacted and is in effect.,high,False,2,"This reform significantly lowers barriers to entry for startups, promoting a more vibrant entrepreneurial environment.",medium,"The Czech government approved new legislation to reduce the minimum capital required for new companies, lowering the guarantee capital needed to register a limited liability company from CZK 200,000 to CZK 1.","New legislation was approved by the Government and sent to parliament reducing the guarantee capital needed to register limited liability company from CZK 200,000 to CZK 1.",40.0,40.0,0.0,drop,drop_rule_based
CZE_2014_003,CZE,Czech Republic,2014,2014.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Reducing barriers to starting businesses encourages entrepreneurship and innovation, which can lead to economic growth.",high,Business Start-up Reforms,,False,implemented,The reforms have been enacted and are currently in effect.,high,True,3,The significant reduction in the minimum capital requirement represents a structural change in the business environment.,high,"The Czech Republic has implemented reforms to reduce regulatory and administrative barriers for starting businesses, including a significant cut in the minimum capital requirement for new enterprises from CZK200,000 to CZK1.","The minimum capital requirement was reduced from CZK200,000 to CZK1.",,,0.0,drop,drop_rule_based
CZE_2014_004,CZE,Czech Republic,2014,2014.0,2014.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving career guidance and facilitating access to education for youth enhances human capital, which is essential for innovation and economic growth.",high,Youth Employment Initiatives,,False,announced,The plan for the youth guarantee has been announced but not yet implemented.,high,True,3,The youth guarantee represents a significant policy initiative aimed at addressing youth unemployment and enhancing skills.,high,"The Czech government plans to implement a youth guarantee in 2014 aimed at reducing youth unemployment by providing better career guidance, facilitating participation in active labor market policies, and improving mechanisms for young people to return to formal education.",The government plans to implement a youth guarantee in 2014 to reduce the youth unemployment rate.,90.0,90.0,0.0,drop,drop_rule_based
CZE_2014_005,CZE,Czech Republic,2014,2014.0,,,,2013.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"Introducing tax-deductible items for workplace training encourages firms to invest in employee development, which can enhance productivity and innovation.",high,Workplace Training Tax Incentives,Workplace Training Tax Incentives,False,implemented,The amendment to the law on corporate taxation has been enacted and is in effect.,high,False,2,"The amendment represents a significant change in the tax treatment of training expenses, promoting investment in human capital.",medium,"The Czech government amended the law on corporate taxation to introduce new tax-deductible items for workplace training and assets purchased for training, effective from January 1, 2014.","The government has amended the law on corporate taxation, introducing two new tax-deductible items for training in the workplace.",,,0.0,drop,drop_rule_based
CZE_2018_001,CZE,Czech Republic,2018,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving workforce skills is expected to enhance productivity and innovation, which supports economic growth.",high,Human Capital Development,Workforce Skills Enhancement,True,implemented,The Action Plan was approved by the Government and is currently in force.,high,False,2,The reforms are significant in addressing skill shortages and improving workforce capabilities but do not represent a structural change.,medium,"The Czech Republic aims to enhance its workforce skills to address labour shortages and improve productivity, emphasizing the need for better skilling and innovation to maintain competitiveness in global value chains. The Ministry of Education, Youth and Sports has prepared an 'Action Plan for Development of Human Resources for Research, Development and Innovation and Gender Equality in Research, Development and Innovation for the years 2018-2020', which was approved by the Government and aims to guide educational strategies and workforce development.","The Ministry of Education, Youth and Sports (MEYS) prepared 'Action Plan for Development of Human Resources for Research, Development and Innovation and Gender Equality in Research, Development and Innovation in the Czech Republic for the years 2018-2020'.",61.0,61.0,-3.0,drop,drop_rule_based
CZE_2018_004,CZE,Czech Republic,2018,2018.0,,,,2016.0,explicit,high,,explicit,high,innovation,research_infrastructure,,,public,unknown,growth_supporting,"Improving health care quality monitoring is expected to enhance overall health system performance, contributing to economic growth.",high,Health Care Quality Monitoring,National Registry Establishment,True,implemented,The data collection system is currently in place and operational.,high,False,1,"While important for health care, this reform does not represent a major structural change in innovation policy.",medium,"A new data collection system for monitoring health care quality was established, allowing for the creation of a comprehensive National Registry of Reimbursed Health Services, which will enhance performance indicators and improve the quality of care.",The amendment permits to set up a comprehensive National Registry of Reimbursed Health Services.,82.0,82.0,0.0,drop,drop_rule_based
CZE_2023_003,CZE,Czech Republic,2023,2023.0,2020.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"Modernizing vocational education is expected to enhance the skills of the workforce, thereby supporting innovation and productivity.",high,Vocational Education Reform,2030+ Education Strategy,True,implemented,The 2030+ education strategy has been officially launched and is currently being implemented.,high,True,3,"This reform represents a major overhaul of the vocational education system, which is critical for aligning skills with market needs.",high,"The 2030+ education strategy emphasizes reforming the Vocational Education and Training (VET) sector by modernizing curricula, postponing specialization, and increasing employer involvement in curriculum development to better align education with the needs of the labor market.",The 2030+ education strategy puts emphasis on reforming the Vocational Education and Training (VET) sector.,67.0,67.0,-3.0,drop,drop_rule_based
CZE_2008_004,CZE,Czech Republic,2008,,,,,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Linking earnings to performance is expected to enhance accountability and drive better outcomes in public R&D, supporting innovation.",high,Performance-Based Funding Reform,Performance-Based Funding,False,announced,The reform is currently planned and has not yet been implemented.,high,False,2,This reform is significant but does not represent a structural overhaul.,medium,"The government intends to more strongly link earnings to performance in public-sector research institutions, aiming to improve accountability and outcomes in R&D.",More strongly link earnings to performance in public-sector research institutions.,38.0,38.0,0.0,drop,drop_rule_based
CZE_2010_002,CZE,Czech Republic,2010,,2009.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,Improving access to public services can enhance efficiency and support innovation in the public sector.,medium,E-Government Reforms,Public Service Accessibility,True,announced,The reforms have been officially announced but not yet implemented.,medium,False,2,The reforms are significant in scope but do not represent a complete overhaul of the system.,medium,"The Czech government has launched a series of ambitious e-government reforms aimed at making public services more accessible online, which is expected to reduce administrative burdens for citizens and firms.",The government has launched a trio of ambitious e-government reforms aimed at making an increasing range of public services for citizens and businesses fully available online.,145.0,145.0,0.0,drop,drop_rule_based
CZE_2016_006,CZE,Czech Republic,2016,,,,,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"A robust evaluation framework is expected to enhance the effectiveness of R&D funding, ensuring resources are allocated to high-potential projects.",medium,Czech R&D Evaluation Framework,,False,announced,The government is planning to introduce a global evaluation framework.,medium,False,2,"This reform is significant as it aims to improve the allocation of R&D funding, which is crucial for enhancing innovation outcomes.",medium,"The Czech government is planning to introduce a global evaluation framework for R&D support to improve the assessment of research outputs and benefits, addressing current criticisms of the existing evaluation system.","The government is planning to introduce a global evaluation framework, including improvements in the information system, to assess research outputs and more general benefits.",,,0.0,drop,drop_rule_based
CZE_2016_011,CZE,Czech Republic,2016,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Simplifying the registration process can lower barriers to entry for new businesses, fostering entrepreneurship and innovation.",high,SME Strategy 2014-20,Start-up Registration Simplification,True,announced,The one-stop-shop for start-up companies... is still under examination by the parliament.,high,False,2,"This reform is significant as it addresses a key barrier to entrepreneurship, potentially leading to increased start-up activity and innovation.",medium,The Czech Republic is examining the simplification of the registration process for start-up companies to promote easier access to business establishment.,The one-stop-shop for start-up companies... is still under examination by the parliament.,39.0,39.0,0.0,drop,drop_rule_based
CZE_2016_012,CZE,Czech Republic,2016,,,,,,,,,,,innovation,startup_ecosystem,,,public,unknown,growth_supporting,"By facilitating access to finance for SMEs, the initiative aims to enhance the growth of innovative firms, thereby boosting productivity and economic development.",high,SME Financing Initiative,Czech-Moravian Guarantee and Development Bank,False,implemented,The bank has expanded its activities to support SMEs and provide various financial services.,high,True,3,"The establishment of CMZRB represents a significant structural change in the support framework for SMEs, which are crucial for innovation and economic growth in the Czech Republic.",high,"The Czech government has established the Czech-Moravian Guarantee and Development Bank (CMZRB) to support small and medium-sized enterprises (SMEs) through various financial instruments, including guarantees and soft loans.","The Czech-Moravian Guarantee and Development Bank, Inc. (CMZRB) was founded in 1992 as a specialised banking institution to support small and medium-sized enterprises.",87.0,87.0,-2.0,drop,drop_rule_based
CZE_2020_002,CZE,Czech Republic,2020,,2020.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,adoption,growth_supporting,"Simplifying the process for starting a business can encourage entrepreneurship and innovation, leading to economic growth.",high,2020 Business Environment Reform,,False,announced,Procedures to obtain construction permits and to start a business are cumbersome and lengthy. Adopt the new Building Act.,high,False,2,"This reform addresses a significant barrier to business creation, which is crucial for fostering innovation and economic dynamism.",medium,The Czech Republic plans to adopt a new Building Act to streamline the cumbersome procedures for obtaining construction permits and starting a business.,Procedures to obtain construction permits and to start a business are cumbersome and lengthy. Adopt the new Building Act and reduce the time and number of procedures for starting a business.,16.0,16.0,0.0,drop,drop_rule_based
CZE_2020_009,CZE,Czech Republic,2020,,2019.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,public,adoption,growth_supporting,"Streamlining construction permits can facilitate faster infrastructure development, benefiting startups and innovative firms needing quicker access to facilities.",high,Construction Permit Reform,,False,announced,The government is preparing a comprehensive overhaul of the legislation and regulation around construction permits.,high,True,3,"This reform addresses a significant barrier to business operations and investment, potentially leading to substantial economic benefits.",high,The Czech government is preparing a comprehensive overhaul of the legislation and regulation around construction permits to streamline the process and reduce delays.,The government is preparing a comprehensive overhaul of the legislation and regulation around construction permits.,,,0.0,drop,drop_rule_based
CZE_2020_010,CZE,Czech Republic,2020,,2019.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By improving digital services and administrative efficiency, the initiative is expected to enhance public service delivery and increase citizen engagement, which can lead to higher productivity.",high,Digital Czechia Initiative,,False,announced,The initiative aims to provide user-friendly and efficient online services for citizens and businesses.,high,False,2,"The initiative represents a significant effort to modernize public administration through digital transformation, which is crucial for improving service delivery and efficiency.",medium,"The Czech government launched the Digital Czechia initiative to enhance e-government services, aiming to improve online interactions between citizens and public authorities, and to increase the competencies of public administration staff.",The Digital Czechia initiative aims to provide user-friendly and efficient online services for citizens and businesses.,,,-2.0,drop,drop_rule_based
DEU_1998_002,DEU,Germany,1998,1996.0,1996.0,explicit,high,,,,,explicit,high,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,Enhancing industry contacts improves the commercialization of research outputs.,high,Research Centre Performance Improvement,Research Centre Performance Improvement,False,implemented,The steps have been actively taken to enhance research centre performance.,high,False,2,"Significant efforts to improve research centre performance, but not a major structural change.",medium,The government has taken steps to improve the performance of its research centres by encouraging them to enhance contacts with industry and retain revenues from such activities.,The government has taken steps to improve the performance of its research centres.,127.0,127.0,0.0,drop,drop_rule_based
DEU_1998_004,DEU,Germany,1998,1999.0,1998.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public,adoption,growth_supporting,Facilitating quicker re-entry into business supports entrepreneurial activity.,high,Bankruptcy Code Reform,,False,announced,The introduction of the new bankruptcy code has been officially announced.,high,False,2,"Significant reform to support entrepreneurship, but not a major structural change.",medium,"A new bankruptcy code is set to be introduced in 1999, broadening the grounds for filing bankruptcy claims and allowing directors to re-enter economic life more quickly, which aims to support entrepreneurship.",A new code is to be introduced at the beginning of 1999 which will define the grounds for filing bankruptcy claims in broader terms than in the past.,,,0.0,drop,drop_rule_based
DEU_1999_002,DEU,Germany,1999,1999.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"These reforms are designed to enhance access to equity capital for companies and promote energy efficiency, which can stimulate economic growth.",high,Financial and Ecological Market Reforms,,False,implemented,Both reforms were enacted and are currently in effect.,high,True,3,The reforms represent significant changes in market regulations and taxation that can have widespread economic impacts.,high,"Germany implemented laws to improve flexibility in financial markets and an ecological tax reform in April 1999, which raised taxes on gasoline, diesel, and electricity to promote energy efficiency and reduce greenhouse gas emissions.","The reform, which came into force in April 1999, raised the gasoline and diesel tax slightly by 6 pfennigs per litre.",,,0.0,drop,drop_rule_based
DEU_2001_003,DEU,Germany,2001,2000.0,2000.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,private,applied,growth_supporting,"By addressing the shortage of IT professionals, this reform aims to enhance productivity and economic growth.",high,IT Workforce Enhancement Package,Relaxation of Immigration Laws for IT Professionals,True,implemented,The reform has been enacted and is currently in effect.,high,False,2,This reform is significant in addressing a critical skills gap but does not represent a fundamental overhaul.,medium,"The Federal Government relaxed immigration laws and started issuing working permits for foreign computer experts to address the shortage of IT professionals, which was perceived to slow down economic activity and employment growth.",In autumn 2000 the Federal Government relaxed immigration laws and started issuing working permits ('green cards') for foreign computer experts.,,,0.0,drop,drop_rule_based
DEU_2001_001,DEU,Germany,2001,2001.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,unknown,growth_supporting,"The allowance incentivizes investment in new enterprises, promoting economic growth.",high,Startup Support Package,Accelerated Depreciation Allowance,True,implemented,The reform has been put into effect as of 2001.,high,False,1,"While beneficial, the reform is a minor adjustment rather than a structural change.",medium,Germany implemented an accelerated depreciation allowance for newly-founded enterprises to facilitate their establishment and growth.,Accelerated depreciation allowance for newly-founded enterprises.,,,0.0,drop,drop_rule_based
DEU_2004_001,DEU,Germany,2004,2004.0,,,,2004.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"By aligning tax treatment, the reform incentivizes venture capitalists to invest in start-ups, potentially increasing innovation and economic growth.",high,Venture Capital Reform Package,Tax Incentive Adjustment for VC Managers,False,implemented,The legislation came into force in July 2004.,high,False,2,"This reform addresses a significant barrier to venture capital investment in start-ups, which is crucial for fostering innovation and entrepreneurship.",medium,"New legislation effective from July 2004 reduces the tax disparity between performance incentives for venture capital managers and those in large established firms, aiming to encourage investment in start-ups.","New legislation, effective from July 2004 onwards, reduces this difference in tax treatment of performance incentives between managers of venture capital firms and managers of large established firms.",121.0,121.0,0.0,drop,drop_rule_based
DEU_2004_009,DEU,Germany,2004,2004.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"By reducing entry barriers, the reform encourages new business formation, which can enhance competition and innovation in the handicrafts sector.",high,2004 Handicrafts Regulation Reform,,False,implemented,The reform has been in force since the beginning of 2004.,high,True,3,"This reform represents a significant structural change in the handicrafts sector, facilitating entrepreneurship and potentially leading to increased innovation and economic activity.",high,"The German government has reformed handicrafts regulation by removing the master certificate requirement for 53 out of 94 craft trades, significantly lowering entry barriers for new businesses in the sector.","As a result of the reform, in force since the beginning of 2004, 53 out of 94 craft trades cease to be subject to entry requirements.",94.0,94.0,0.0,drop,drop_rule_based
DEU_2004_010,DEU,Germany,2004,2004.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"Improving competition in telecommunications can lead to better services and lower prices, fostering innovation and productivity growth in the economy.",high,2004 Telecommunications Regulation Reform,,False,implemented,The new law addresses issues that have hampered competition in the sector.,high,True,3,"This reform is a significant step towards enhancing competition in a critical sector, which is essential for overall economic performance and innovation.",high,"A new law on telecoms regulation has been introduced to clarify rules on abusive market behavior and streamline regulatory procedures, aimed at enhancing competition in the telecommunications sector.",A new law on telecoms regulation addresses some issues which have thus far hampered competition in the sector.,97.0,97.0,0.0,drop,drop_rule_based
DEU_2004_018,DEU,Germany,2004,2004.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,unknown,growth_supporting,"By reducing administrative burdens, the reform encourages the creation of new firms, which can enhance innovation and economic dynamism.",high,2004 Startup Support Initiative,Eased Administrative Burdens for Start-ups,False,implemented,The government has taken steps to ease burdens on start-ups.,high,False,2,"This reform represents a significant change in the regulatory environment for start-ups, which can lead to increased entrepreneurial activity and innovation.",medium,"The government eased administrative burdens on firms and employment protection legislation for start-ups, raising the threshold for the application of dismissal legislation.",Eased administrative burdens on firms and employment protection legislation for start-ups.,146.0,146.0,0.0,drop,drop_rule_based
DEU_2006_011,DEU,Germany,2006,2005.0,,,,2005.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"PPPs are expected to leverage private sector efficiency and innovation in infrastructure projects, potentially leading to better service delivery and cost savings for the government.",high,Public-Private Partnership Initiative,,False,implemented,Legislation which came into force in mid-2005 removed regulatory obstacles for PPPs.,high,True,3,"The reform represents a significant shift in how infrastructure projects are financed, aiming to improve efficiency and service delivery through private sector involvement.",high,"Germany is aiming to enhance the utilization of public-private partnerships (PPPs) for infrastructure financing, following the removal of regulatory obstacles that previously hindered private investment in this area.","Public sector authorities in Germany are aiming at greater utilisation of public-private sector partnerships (PPPs) to finance infrastructure, based on the evaluation of costs and benefits over the life cycle of investment projects.",65.0,65.0,0.0,drop,drop_rule_based
DEU_2010_006,DEU,Germany,2010,2008.0,,,,2008.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By enhancing the venture capital framework, the reform aims to facilitate funding for startups, thereby promoting innovation and economic growth.",high,Venture Capital Modernization Act,,False,implemented,The Act was adopted to modernize venture capital conditions.,high,False,2,"This reform is significant as it addresses the critical issue of venture capital availability for innovative firms, although it is part of a broader strategy.",medium,"The Act on the Modernisation of Framework Conditions for Venture Capital and Equity Investments was adopted in 2008 to improve the venture capital market, which is crucial for supporting innovative and entrepreneurial firms.","The Act on the Modernisation of Framework Conditions for Venture Capital and Equity Investments (MoRaKG), adopted in 2008, was an important step in the right direction.",20.0,20.0,0.0,drop,drop_rule_based
DEU_2016_001,DEU,Germany,2016,2012.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"The reform encourages entrepreneurship and innovation by allowing failed entrepreneurs to start anew, which can lead to increased economic activity and job creation.",high,Startup Ecosystem Reforms,Bankruptcy Legislation Reform,True,implemented,The reform has been enacted and is currently in force.,high,False,2,"The reform significantly impacts the startup ecosystem by improving conditions for entrepreneurs, though it is not a structural overhaul.",medium,"Germany has reformed its bankruptcy legislation to reduce the stay period for bankrupt entrepreneurs to facilitate a fresh start, thereby encouraging the reallocation of resources and fostering innovative startups.","Reform of bankruptcy legislation, most recently in 2012, reduced the stay period after which bankrupt entrepreneurs are cleared from remaining debt.",,,-1.0,drop,drop_rule_based
DEU_2018_001,DEU,Germany,2018,2016.0,,,,2014.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"These reforms reduce financial risks and administrative burdens for entrepreneurs, thereby promoting business creation and growth.",high,Entrepreneurship Support Reforms,Bankruptcy and Tax Reforms,True,implemented,The reforms have been enacted and are currently in effect.,high,True,3,The reforms represent significant changes in the legal framework supporting entrepreneurship.,high,"The German government has implemented reforms to encourage entrepreneurship by reducing the discharge period for bankrupt entrepreneurs from six years to three years, provided they repay a portion of their debt. Additionally, to facilitate start-ups, the government plans to introduce a 'One-Stop-Shop' and a VAT exemption for the first years after starting a business. A legislation expanding the options for carrying forward tax losses was also adopted in 2016, aimed at facilitating the financial management of start-ups.","To facilitate start-ups, the government plans to introduce a 'One-Stop-Shop' and a VAT exemption for the first years after starting a business.",23.0,23.0,0.0,drop,drop_rule_based
DEU_2018_006,DEU,Germany,2018,2017.0,2017.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,Facilitating access to public markets for high-growth firms is expected to enhance their growth potential and attract investment.,high,Market Access for High-Growth Firms,IPO Facilitation,True,implemented,The new market segment has been established and is operational.,high,False,2,"While significant, this reform is more of an adjustment to existing market structures rather than a major overhaul.",medium,"A new market segment for young high-growth firms was launched in Deutsche Börse in 2017, aimed at facilitating initial public offerings (IPOs) and providing technical assistance for compliance with IPO procedures.",A new market segment in Deutsche Börse for young high growth firms ('Scale') was launched in 2017.,102.0,102.0,0.0,drop,drop_rule_based
