reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score
BEL_2024_005,BEL,Belgium,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"Enhances the skills of the workforce, thereby improving productivity and employability, which can lead to higher economic growth.",high,2024 Lifelong Learning Initiative,Individual Training Account,False,announced,The federal government is setting up an individual learning account effective from January 2024.,high,True,3,"This reform represents a significant structural change in how training is provided to employees, aiming to enhance overall workforce skills and address disparities in training access.",high,"Belgium is implementing an individual training account that grants every full-time employee in companies with at least 20 workers the right to five training days per year, aimed at improving employability and skills among workers, particularly those from disadvantaged groups.","Since 1 January 2024, every full-time employee in a company with at least 20 workers is granted an individual right to five training days per year.",70.0,70.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on general skills training and employability, which does not pertain to R&D.",,,70.0,"workers close to retirement, since 1 January 2024, every full-time employee in a company with at least 20 workers is granted an individual right to five training days per year and pro rata entitlement is ap",0.825
BEL_2024_006,BEL,Belgium,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"Investing in renewable energy infrastructure is expected to enhance energy security and reduce emissions, contributing positively to economic growth.",high,2024 Renewable Energy Expansion Initiative,Offshore Wind Capacity Investment,True,announced,The investment plan was detailed in the Recovery and Resilience Fund.,high,False,2,"The investment plan represents a significant commitment to renewable energy, which is crucial for meeting climate targets and enhancing energy independence.",medium,"Belgium's Recovery and Resilience Fund adds EUR 100 million to a EUR 450 million investment plan to build offshore wind capacities, aiming to expand renewable energy production.",Belgium’s Recovery and Resilience Fund adds EUR 100 million to a EUR 450 million investment plan to build offshore wind capacities.,93.0,93.0,1.0,borderline,escalate_to_llm,exclude,"The investment plan is aimed at renewable energy production, not specifically at funding energy R&D.",,,96.0,"n, 2024). Belgium’s Recovery and Resilience Fund adds EUR 100 million (0.02% of GDP in 2022) to a EUR 450 million investment plan to build offshore wind capacities. Government plans include e",0.814
BEL_2024_012,BEL,Belgium,2024,2023.0,2023.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By improving access to finance for female entrepreneurs, the plan aims to unlock untapped entrepreneurial potential, which can lead to increased economic activity and innovation.",high,2023 Female Entrepreneurship Plan,,False,implemented,The plan was officially launched with various measures already in place.,high,False,2,"The plan represents a significant effort to address gender disparities in entrepreneurship, which can have meaningful impacts on economic growth and innovation.",medium,"In 2023, the federal government launched a 'Female Entrepreneurship' plan aimed at enhancing access to finance for female entrepreneurs through various measures, including better data collection and mobilizing banks and private investors.","In 2023 the federal government launched a 'Female Entrepreneurship' plan, encompassing numerous measures to enhance the access to finance for female entrepreneurs.",129.0,129.0,2.0,borderline,escalate_to_llm,exclude,"The 'Female Entrepreneurship' plan focuses on access to finance for female entrepreneurs, not directly related to R&D.",,,129.0,"lenders and investors (OECD, 2023c). In 2023 the federal government launched a “Female Entrepreneurship” plan, encompassing numerous measures to enhance the access to finance for female entrepreneurs (Office of the Deputy Prime",0.818
BEL_2024_016,BEL,Belgium,2024,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"These initiatives provide financial support for training, enhancing the skills of the workforce and promoting innovation in SMEs.",high,Regional Training Initiatives,,False,implemented,A range of tools are used to encourage employee training in SMEs.,high,False,2,"These measures represent a significant effort to enhance workforce skills in SMEs, contributing to overall economic growth and innovation.",medium,"Belgium's regional governments have implemented various tools to encourage employee training in SMEs, including financial aid measures like the SME e-wallet in Flanders and training cheques in Wallonia.","A range of tools are used. For example, the 'Flanders Innovation and Entrepreneurship – VLAIO', measures include the SME e-wallet, that provides financial aid to entrepreneurs for investing in workforce skills development.",139.0,139.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on employee training in SMEs, which is not primarily R&D.",,,139.0,"couraging employee training in SMEs. A range of tools are used. For example, the “Flanders Innovation and Entrepreneurship – VLAIO”, measures include the SME e-wallet, that provides financial aid to entrepreneurs for investing in workforce skills development. Similarly, the “Walloon Office for professional",0.826
CAN_1963_001,CAN,Canada,1963,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"The reforms aim to enhance the skills of the workforce, thereby improving employability and addressing unemployment, which supports economic growth.",high,Vocational Training and Employment Support,Vocational Training Programme,True,implemented,Both components of the reform have been put into action to support workforce development.,high,False,2,The reforms significantly contribute to skill development and employment but do not represent a structural overhaul of the system.,medium,"The Vocational Training Programme was established to provide unskilled workers with opportunities to acquire more qualified jobs, addressing structural unemployment in Canada. Additionally, the Government is offering grants of up to 50 percent of wages paid to workers over 45 years of age who are taken on and provided with on-the-job training, aiming to stimulate employment and skill development.","Recognition of the structural aspects of unemployment led to the vote, in 1960, of a Vocational Training Programme designed to give unskilled workers the opportunity to take on more qualified jobs.",16.0,16.0,2.0,borderline,escalate_to_llm,exclude,"The Vocational Training Programme addresses structural unemployment and skill development, not R&D or innovation.",,,16.0,"fic items of federal expenditures. Recognition of the structural aspects of unem¬ ployment ledto thevote, in 1960, ofa VocationalTrainingProgramme designed to give unskilled workers the opportunity to take on more qualified jobs. Budget allocations for this purpose are risin",0.814
CAN_1964_002,CAN,Canada,1964,,,,,,,,,,,other,other,,,public,unknown,growth_supporting,The establishment of a dedicated department aims to enhance policy formulation and implementation for economic growth.,medium,1963 Economic Policy Reforms,Department of Industry Establishment,True,implemented,The establishment of a new Department of Industry and the Economic Council of Canada.,high,False,2,"The creation of a new department signifies a structural change in how economic policy is formulated, which can have lasting impacts on growth.",medium,A new Department of Industry was established to assess the medium- and long-term prospects of the economy and recommend policies to realize growth potentialities.,Other measures taken in 1963 consisted of the establishment of a new Department of Industry and the Economic Council of Canada.,24.0,24.0,2.0,borderline,escalate_to_llm,exclude,"The establishment of a new Department of Industry focuses on economic assessment and policy recommendations, not R&D or innovation.",,,24.0,nical education. Other measures taken in 1963 consisted of the establishment of a new Department of Industry and the Economic Council of Canada. The Economic Council will assess the mediu,0.809
CAN_1965_001,CAN,Canada,1965,,,,,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing skills and employability contributes to a more skilled workforce, which supports productivity and innovation.",high,Human Capital Development,Technical and Vocational Training Expansion,False,implemented,The program has been expanded and is currently operational.,high,False,2,The expansion of training programs is significant but not a structural overhaul.,medium,"The Canadian government has expanded its technical and vocational training programs, significantly increasing participation among the labor force to enhance skills and employability.","The programme of technical and vocational training has been considerably expanded; in 1964, almost 1 per cent of the labour force participated in training programmes.",,,2.0,borderline,escalate_to_llm,exclude,"The expansion of technical and vocational training programs is focused on skill enhancement, not directly related to R&D or innovation.",,,26.0,"to manpower policy. The programme of technical and vocational training has been considerably expanded; in 1964, almost 1 per cent of the labour force participated in training programmes. Existing programmes to facilitate the geogra",0.834
CAN_1968_001,CAN,Canada,1968,,,,,,,,,,,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"By increasing the availability of mortgage funds, the reform aims to stimulate residential construction and address the growing housing needs.",high,1966 Banking Reform,Conventional Mortgage Lending by Banks,False,implemented,The new Bank Act has been in effect since last May.,high,True,3,"This reform represents a significant change in the banking sector's role in mortgage financing, potentially stabilizing the housing market and addressing housing shortages.",high,"The new Bank Act allows chartered banks to make conventional mortgage loans on both residential and industrial construction, increasing their ability to compete for deposits and potentially increasing the availability of mortgage funds.","The new Bank Act, in effect since last May, permits chartered banks to make conventional mortgage loans on both residential and industrial construction up to 75 per cent of the value of the property.",16.0,16.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on mortgage loans for construction, which does not pertain to R&D or innovation.",,,16.0,"vealreadybeentaken. The new Bank Act, in effect since last May, permits chartered banks to make conventional mortgage loans on both residential and industrial cons¬ truction up to 75 per cent ofthe value ofthe property. Previously, banks were excluded from mortgage lending exce",0.826
CAN_1973_001,CAN,Canada,1973,,,,,,,,,,,innovation,innovation_instruments,,,private,adoption,growth_supporting,"Accelerated depreciation encourages investment in machinery, which can enhance productivity and support economic growth.",high,1973 Federal Budget,Accelerated Depreciation for Equipment,False,announced,The budget was presented in February 1973 with various proposals.,high,False,2,"The budget includes significant measures aimed at stimulating investment and addressing unemployment, which are crucial for economic stability.",medium,"The Canadian federal government proposed a budget aimed at significantly reducing unemployment while combating inflation, which included measures such as accelerated depreciation for machinery and equipment.",Le Gouvernement fédéral a indiqué que son principal objectif était de réduire sensiblement le chômage tout en luttant contre l'inflation.,31.0,31.0,2.0,borderline,escalate_to_llm,exclude,"The reform is aimed at reducing unemployment and combating inflation, with no direct R&D focus.",,,31.0,"19741 (tableau 8), le Gouvernement fédéral a indiqué que son principal objectif était de réduire sensiblement le chômage tout en luttant contre l'inflation. Ce budget reprenait certaines propositio",0.82
CAN_1978_001,CAN,Canada,1978,,,,,,,,,,,innovation,innovation_instruments,,,private,adoption,growth_supporting,Encouraging investment in slower-growth regions is expected to stimulate economic activity and job creation.,high,Investment Incentives,Investment Tax Credit Extension,True,implemented,The reform has been put into effect as part of the government's strategy.,high,False,2,"The reform significantly broadens the existing scheme, making it a notable change without being a major overhaul.",medium,"The Canadian government extended the investment tax credit scheme, broadening its scope and increasing benefits to encourage investment in slower-growth regions.",This provision was extended for a further year in October 1977.,12.0,12.0,1.0,borderline,escalate_to_llm,exclude,The reform focuses on extending an investment tax credit scheme without a direct link to R&D or innovation activities.,,,12.0,"This provision was extended for a further year in October 1977 (see Annex, Calendar of Main Economic Events). 6 These incl",0.677
CAN_1978_002,CAN,Canada,1978,,,,,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,Providing tax credits to employers is designed to incentivize hiring and stimulate job creation.,high,Employment Incentives,Employment Credit Scheme,True,implemented,The reform has been successfully implemented to create new job opportunities.,high,False,2,The introduction of employment credits represents a significant but not transformative change in employment policy.,medium,"A new line of action was introduced with the granting of employment credits to business firms, providing income tax credits to employers hiring designated persons, aimed at creating new job opportunities.",A new line of action in this field was introduced in April this year with the granting of employment credits to business firms.,42.0,42.0,1.0,borderline,escalate_to_llm,exclude,The employment credits are aimed at job creation rather than R&D or innovation activities.,,,42.0,. This has continued well into the recent cyclical 74 A new line of action in this field was introduced in April this year with the granting of employment credits to business firms. The p,0.809
CAN_1987_001,CAN,Canada,1987,,,,,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"The program is expected to stimulate investment in the oil and gas sector, leading to job creation and economic growth.",high,1987 Exploration and Development Initiative,,False,implemented,The federal government provides cash grants totaling $350 million a year.,high,False,2,"This initiative represents a significant investment in the startup ecosystem of the oil and gas sector, with potential for substantial economic impact through job creation and increased investment.",medium,"The federal government announced a cash grant program totaling $350 million annually to encourage exploration and development by small and medium-sized oil and gas companies in Western Canada, projected to generate significant investment and job creation.",Federal Government provides cash grants totalling $350 million a year to encourage exploration and development by mostly small and medium-sized oil and gas companies in Western Canada.,74.0,74.0,1.0,borderline,escalate_to_llm,exclude,"The primary focus is on cash grants for exploration and development, not specifically R&D.",,,74.0,millionin 1987/88. 26thMarch Federal Government provides cash grants totalling $350 million a year to encourage exploration and development by mostly small and medium-sized oil and gas companies in Western Canada. Programmeestimatedtogenerate$1 billionofex,0.834
CAN_1992_001,CAN,Canada,1992,1992.0,,,,1991.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Investing in training for the unemployed enhances human capital, which can lead to increased productivity and economic growth.",high,Unemployment Insurance Reform,Unemployment Insurance Reform,False,implemented,The reform has been put into effect as part of the unemployment insurance system.,high,False,2,"The reform significantly alters the funding allocation within the unemployment insurance system, impacting training opportunities.",medium,"The reform of the unemployment-insurance system has directed more funds towards training for the unemployed, while reducing the generosity of the system by reducing the maximum duration of benefits and increasing the minimum period of work required to qualify for benefits.","Under the Labour Force Development Strategy, funding for training was raised from C$ 0.5 billion in 1990 to C$ 2 billion in 1992.",78.0,78.0,1.0,borderline,escalate_to_llm,exclude,"The primary focus is on training for the unemployed, which does not directly relate to R&D funding.",,,49.0,"d to qualify forbenefits. Under the LabourForce Develop¬ ment Strategy, funding for training was raised from C$ 0.5 billion in 1990 to C$ 2 billion in 1992. In addition, the government plan",0.805
CAN_1995_004,CAN,Canada,1995,1994.0,,,,,,,,explicit,high,innovation,other,,,public,unknown,growth_supporting,"The strategy aims to enhance competitiveness and innovation, which are crucial for economic growth.",high,Comprehensive Industrial Strategy,,False,implemented,The strategy has been officially adopted and is in effect.,high,True,3,The strategy represents a significant structural change in how the government approaches industrial policy.,high,"The Canadian government presented a comprehensive industrial strategy titled 'Building a More Innovative Economy' aimed at increasing international competitiveness and fostering innovation, particularly in SMEs.","In November 1994, the Government of Canada presented in a report entitled Building a More Innovative Economy (BMIE) a comprehensive industrial strategy designed to increase Canada's international competitiveness.",116.0,116.0,2.0,borderline,escalate_to_llm,exclude,"The reform is a comprehensive industrial strategy aimed at increasing competitiveness, not specifically focused on R&D.",,,116.0,"al. Assessment of the government industrial strategy and future priorities In November 1994, the Government ofCanadapresented in areport entitled Building a More Innovative Economy (BMIE) a comprehensive industrial strat¬ egy designed to increase Canada's international competitiveness so that th",0.819
CAN_1996_002,CAN,Canada,1996,1996.0,1996.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,basic,growth_supporting,"Improving labor mobility and education performance is expected to enhance the skills and capabilities of the workforce, contributing to innovation and economic growth.",high,Human Capital Development,Labor Mobility and Education Performance,True,implemented,Both initiatives have been operational since their introduction in 1996.,high,False,2,These initiatives are significant in improving labor mobility and education performance but do not represent a major systemic change.,medium,"The Internal Agreement on Trade includes a chapter aimed at improving inter-provincial labor mobility by eliminating barriers that restrict workers' access to employment opportunities across provinces. Additionally, a joint project between the Council of Ministers of Education Canada and Statistics Canada has been initiated to develop better measures of the performance of education systems, enhancing research and dissemination of information regarding best practices.",The Agreement has a specific chapter dealing with labour mobility which aims to eliminate existing barriers that prevent a worker qualified for an occupation in one part of Canada having access to employment opportunities in that occupation elsewhere in the country.,,,2.5,borderline,escalate_to_llm,exclude,"The reform focuses on labor mobility and education performance measures, which are not primarily aimed at R&D.",,,82.0,"mobility of labour as recognised by the recent InternalAgreement on Trade. The Agreement has a specific chapter dealing with labour mobility which aims to eliminate existing barriers that prevent a worker qualified for an occupation in one part of Canada having access to employment opportunities in that occupation elsewhere in the country. In this respect, governments h",0.834
CAN_1999_002,CAN,Canada,1999,1998.0,1996.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,basic,growth_supporting,"By improving access to post-secondary education, the initiative aims to enhance the skills and knowledge of the workforce, supporting long-term economic growth.",high,Millennium Scholarship Initiative,,False,implemented,"The foundation has been operational since its establishment, providing scholarships annually.",high,False,2,The establishment of a national scholarship foundation represents a significant investment in human capital development.,medium,"The federal government established the Millennium Scholarship Foundation in 1998 to improve accessibility and affordability of post-secondary education, granting 100,000 scholarships annually based on financial need and merit.","In order to improve both the accessibility and affordability of post-secondary education in Canada, the federal government established the Millennium Scholarship Foundation in 1998.",60.0,60.0,1.0,borderline,escalate_to_llm,exclude,"The primary purpose is to improve accessibility and affordability of education, not R&D.",,,60.0,"g for teachers). In order to improve both the accessibility and affordability of post-secondary education in Canada, the federal government established the Millennium Scholarship Foundation in 1998. This Foundation builds on existing (federal and provin",0.834
CAN_2004_005,CAN,Canada,2004,2004.0,2004.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public_private,adoption,growth_supporting,"This action plan aims to enhance health services, which can lead to improved health outcomes and productivity.",high,Health Action Plan,,False,implemented,The action plan was agreed upon and has been put into effect as intended.,high,True,3,The action plan represents a significant commitment to health sector reform and funding.,high,"The First Ministers agreed on a 10-year action plan on health, which includes new funding to improve access to care and reduce wait times for essential medical services.",The First Ministers met in Ottawa and agreed on a 10-year action plan on health with a view to improving access to care and reducing wait times.,159.0,159.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on improving access to care and reducing wait times, not on R&D funding.",,,159.0,th On 13-15September2004the First Ministers met in Ottawa and agreed on a 10-year action plan on health with a view to improving access to care and reducing wait times. The main points of the plan are lis,0.828
CAN_2006_002,CAN,Canada,2006,2002.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,applied,growth_supporting,"The strategy aims to improve innovation performance, which is essential for economic growth and competitiveness.",high,2002 National Innovation Strategy,,False,implemented,The strategy was laid out and involved a national summit with stakeholders.,high,True,3,"The innovation strategy represents a structural change in how Canada approaches innovation, aiming to align various stakeholders towards a common goal of enhancing innovation performance.",high,"The Canadian government developed an innovation strategy in 2002, which included a wide-ranging consultation process and resulted in 18 priority recommendations for action to enhance the national innovation agenda.",The previous government laid out an innovation strategy for Canada in 2002 and embarked on a wide-ranging consultation process with the aim of building a national agenda for change involving all stakeholders.,83.0,83.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on building a national agenda for change, which is broader than R&D.",,,83.0,"of Canada, 2006). Canada’s innovation strategy The previous government laid out an innovation strategy for Canada in2002 (Box3.1) and embarked on a wide-ranging consultation process with the aim of building a national agenda for change involving all stakeholders. This culminated in a nation",0.83
CAN_2006_011,CAN,Canada,2006,,2006.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,Improving the business environment and encouraging R&D investment can lead to increased productivity and innovation.,high,2006 Innovation Strategy,,False,announced,The strategy to foster innovation was highlighted as a top priority.,high,False,2,"The reform represents a significant shift in policy focus towards fostering innovation, which is crucial for long-term economic growth.",medium,"The Canadian government aims to foster innovation by creating more economically efficient framework conditions for enterprises, which includes re-examining tax breaks to encourage business R&D and emphasizing the development of general skills.",Foster innovation. More economically efficient framework conditions for enterprises would also stimulate innovation and should be the top priority in the innovation strategy.,10.0,10.0,2.0,borderline,escalate_to_llm,exclude,The focus on creating efficient framework conditions and general skills development is broader and not specifically R&D-focused.,,,10.0,"es, and fostering vigorous competition in all markets. Foster innovation. More economically efficient framework conditions for enterprises would also stimulate innovation and should be the top priority in the innovation strategy. Beyond that,",0.835
CAN_2008_002,CAN,Canada,2008,,,,,,,,,,,innovation,innovation_instruments,,,private,unknown,growth_supporting,"Lowering taxes is expected to enhance incentives for investment and innovation, leading to higher productivity and economic growth.",high,Tax Reform for Efficiency and Fairness,,False,announced,The Canadian government has set a high priority on reducing the economic burden of taxation.,high,True,3,This reform represents a structural change in tax policy aimed at enhancing competitiveness and fostering innovation across the economy.,high,"The Canadian government is focusing on reducing the economic burden of taxation, including significant cuts to corporate income and capital taxes, to improve business competitiveness and stimulate innovation.",The Canadian government has set a high priority on reducing the economic burden of taxation.,65.0,65.0,2.0,borderline,escalate_to_llm,exclude,"The primary focus is on reducing the economic burden of taxation to improve business competitiveness, which is not directly related to R&D.",,,65.0,eform for efficiency and fairness The Canadian government has set a high priority on reducing the economic burden of taxation. In a context of fiscal su,0.754
CAN_2008_008,CAN,Canada,2008,2006.0,2006.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By improving the supply of skilled workers, the strategy aims to enhance productivity and support the growth of the oil sands industry, which is crucial for Alberta's economy.",high,Alberta Oil Sands Labour Strategy,Oil Sands Industry Sub-Strategy,True,implemented,The strategy was released and is being executed to address labour challenges.,high,False,2,"The strategy represents a significant effort to tackle labour shortages in a key sector, which is vital for economic growth in Alberta.",medium,"The Alberta government released a 10-year Strategy in January 2006, which includes an Oil Sands Industry Sub-Strategy to address labour-force challenges in the oil-sands sector, focusing on education, attracting immigrants, and enhancing community attractiveness.","The government of Alberta released a 10-year Strategy in January 2006, which includes an Oil Sands Industry Sub-Strategy.",109.0,109.0,2.0,borderline,escalate_to_llm,exclude,"The strategy focuses on labour-force challenges and education, not directly on R&D.",,,109.0,"hese labour- market needs. The government of Alberta released a 10-year Strategy in January2006, which includes an Oil Sands Industry Sub-Strategy. It outlines various actions to ad",0.795
CAN_2010_003,CAN,Canada,2010,2012.0,2010.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_hindering,"The phase-out of this tax credit may reduce incentives for investment in certain funds, potentially hindering innovation.",medium,Tax Credit Reform,Labour-Sponsored Investment Funds,False,announced,The proposal has been made but not yet implemented.,high,False,1,This reform is a minor adjustment to existing tax policy rather than a major overhaul.,medium,Ontario proposed to complete the phase-out of its tax credit for Labour-Sponsored Investment Funds by 2012.,Ontario proposed to complete the phase-out of its tax credit for Labour-Sponsored Investment Funds by 2012.,61.0,61.0,2.0,borderline,escalate_to_llm,exclude,The phase-out of a tax credit does not directly relate to R&D funding or innovation instruments.,,,61.0,s in Ontario proposed to complete the phase-out of its tax credit for Labour- Labour-Sponsored Venture Capital Corporations. Sponsored Investment Funds by2012. FISCAL,0.774
CAN_2012_003,CAN,Canada,2012,2012.0,2012.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By reducing regulatory delays, the initiative is expected to facilitate faster project completion, thereby enhancing productivity and innovation in the economy.",high,2012 Infrastructure Streamlining Initiative,,False,implemented,The federal budget proposed significant streamlining of regulatory approvals.,high,False,2,"The reform addresses a critical bottleneck in infrastructure development, which is essential for supporting broader economic growth and innovation.",medium,"The federal government has proposed significant streamlining of regulatory approvals for major infrastructure projects, which is expected to enhance the efficiency of project implementation and support innovation in various sectors.",The recent federal budget proposes significant streamlining of regulatory approvals for major infrastructure projects.,,,2.0,borderline,escalate_to_llm,exclude,"The primary focus is on streamlining regulatory approvals for infrastructure projects, which does not directly relate to R&D funding.",,,36.0,"infrastructure (McMillan,2011). The recent federal budget, in fact, proposes significant streamlining of regulatory approvals for major infrastructure projects such as oil pipeli",0.791
CAN_2012_005,CAN,Canada,2012,,,,,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing the skills of immigrants contributes to knowledge diffusion and improves the overall skill level of the workforce, which is essential for innovation.",high,Immigration and Skills Enhancement Initiative,,False,implemented,The government has launched several initiatives to improve immigrant outcomes.,high,False,2,"The reform addresses a significant issue in the labor market by improving the integration of skilled immigrants, which is crucial for enhancing innovation capacity.",medium,"The Canadian government has made changes to immigration policies to emphasize language skills and improve outcomes for skilled immigrants, including initiatives to provide employers with guidelines for assessing foreign credentials.",Canadian governments have also launched several initiatives in recent years to provide employers with guidelines for assessing foreign credentials and hiring internationally trained workers.,,,2.0,borderline,escalate_to_llm,exclude,"The reform emphasizes changes to immigration policies for skilled immigrants, which does not directly pertain to R&D.",,,40.0,a such as language skills proven to lead to better immigrant outcomes. Canadian governments have also launched several initiatives in recent years to provide employers with guidelines for assessing foreign credentials and hiring internationally trained workers. As i,0.833
CAN_2012_013,CAN,Canada,2012,,2011.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By encouraging innovative solutions through public procurement, the policy aims to stimulate market demand for new technologies and services, fostering innovation and economic growth.",high,2011 Innovation Strategy,Public Procurement for Innovation,True,announced,The Jenkins panel report supported using public procurement to bolster innovation.,high,False,2,"This reform represents a significant shift in how public procurement can be leveraged to support innovation, particularly for small and medium enterprises.",medium,"The Jenkins panel report supported using public procurement to bolster innovation, particularly for SMEs, by framing procurement tenders in terms of needs to be met rather than detailed specifications.","The Jenkins panel report supported using public procurement to bolster innovation, particularly for SMEs.",73.0,73.0,2.0,borderline,escalate_to_llm,exclude,The focus on using public procurement to bolster innovation for SMEs is not directly related to R&D activities.,,,73.0,"re comparatively underdeveloped in Canada. The Jenkins panel report supported using public procurement to bolster innovation, particularly for SMEs. Whenever feasibl",0.778
CAN_2012_024,CAN,Canada,2012,,2011.0,explicit,high,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,Enhancing international education can attract skilled individuals and foster innovation through diverse perspectives and ideas.,high,International Education Strategy,,False,announced,The federal government announced funding and appointed an advisory panel.,high,False,2,"The strategy aims to improve Canada's position in the global education market, which is significant for attracting talent and fostering innovation.",medium,The federal government announced funding and appointed an advisory panel to develop an international education strategy aimed at enhancing Canada's global competitiveness in higher education.,"In 2011, the federal government announced funding and appointed an advisory panel to develop an international education strategy.",,,2.0,borderline,escalate_to_llm,exclude,"The primary purpose is to develop an international education strategy, which does not directly relate to R&D.",,,124.0,"inisters of immigration (CMEC,2011). In2011, the federal government announced funding and appointed an advisory panel to develop an international education strategy. Canada sends a high pro",0.811
CAN_2014_005,CAN,Canada,2014,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"By aligning training with labor market needs, the grant is expected to improve job matching and enhance the skills of the workforce.",high,Canada Job Grant,,False,announced,The grant has been officially announced but not yet implemented.,high,True,3,"This reform represents a significant shift towards demand-driven training, which is crucial for addressing skills gaps in the labor market.",high,"The Canada Job Grant aims to align public training expenditures with labor market demand by allowing employers to participate in training decisions, ensuring better job matching.","The new Canada Job Grant is intended to orient public training expenditures towards meeting labor market demand, which would improve job matching.",,,2.0,borderline,escalate_to_llm,exclude,"The Canada Job Grant focuses on aligning training with labor market demand, which is not directly related to R&D.",,,34.0,"//dx.doi.org/10.1787/888933079250 ThenewCanadaJobGrantisintendedtoorientpublictrainingexpenditurestowards meeting labour market demand, which would improve job matching. It will enable employerstoparticipat",0.761
CAN_2014_006,CAN,Canada,2014,2015.0,2015.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,"By improving the immigration system to better match labor market needs, the reform is expected to enhance the availability of skilled labor.",high,Express Entry System,Express Entry System,False,announced,The system was announced and is set to be implemented.,high,True,3,"This reform represents a significant change in the immigration system, aimed at addressing labor market shortages.",high,The Express Entry System was announced to improve the responsiveness of Canada's immigration system to labor market needs by allowing candidates to express interest and be ranked based on their qualifications.,"To make the programmes more responsive to current labour-market conditions, in 2015 the federal government will introduce the Express Entry System.",,,2.0,borderline,escalate_to_llm,exclude,"The Express Entry System focuses on immigration responsiveness to labor market needs, which is not directly related to R&D.",,,129.0,"rateiftheywerenotattheheadofthequeue.Tomakethe programmes more responsive to current labour-market conditions, in2015 the federal governmentwillintroducetheExpressEntrySystem,basedontheExpressionofInterest (",0.774
CAN_2016_001,CAN,Canada,2016,2016.0,2016.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Investing in education and training for Indigenous Peoples is expected to enhance human capital, leading to improved economic opportunities and productivity.",high,Indigenous Peoples Socio-Economic Improvement Initiative,,False,implemented,The budget includes a significant increase in funding for Indigenous education and infrastructure.,high,True,3,"This reform represents a major investment aimed at addressing long-standing socio-economic disparities, with potential long-term impacts on growth and inclusiveness.",high,"The federal government has proposed a substantial increase in funding of CAD 8.4 billion over the next five years to improve socio-economic conditions facing Indigenous Peoples, with a focus on education and training.",The budget also proposes a substantial increase in funding of CAD 8.4 billion over the next five years to improve the sub-standard socio-economic conditions facing Indigenous Peoples.,,,2.0,borderline,escalate_to_llm,exclude,"The funding increase aims to improve socio-economic conditions for Indigenous Peoples, focusing on education and training, not R&D.",,,41.0,"6 federal budget also proposes a substantial increase in fundingofCAD8.4billionoverthenextfiveyears(anaverageof0.1%ofGDP,ofwhich CAD1.3billionin2016-17and1.8billionin2017-18)toimprovethesub-standardsocio- economicconditionsfacingIndigenousPeoples.Thisamoun",0.747
