reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score,year_flag
CAN_1967_001,CAN,Canada,1967,,,,,,,,,,,innovation,rd_funding,,,public,basic,growth_supporting,"Improving education and training enhances the skill set of the workforce, which supports innovation and productivity.",high,Labour Force Development and R&D Expansion,Education and Training Improvement,True,implemented,The new programmes have been introduced and are currently in operation.,high,False,2,"The reforms significantly enhance the capacity for R&D and workforce mobility, but do not represent a structural overhaul.",medium,"The Economic Council of Canada recommended policies for improving education and training of the labour force and expanding research and development in industry. New programmes of grants and loans have been introduced to facilitate the movement of unemployed individuals to areas with available employment, improving labour mobility.",The Economic Council of Canada has stressed that... this divergence in costs could have fundamental effects on the competitiveness of Canadian industry. It recommended policies for improving education and training of the labour force and expanding research and development in industry.,31.0,32.0,8.0,keep,keep_rule_based,include,"The reform mentions 'expanding research and development in industry', which aligns with direct public R&D funding.",K4,,15.0,"ly stable. The Economic Council of Canada has stressed that, if continued for any great length of time, this divergence in costs could have fundamental effects on the competitiveness of Canadian industry. It recommended policies for improving education and training of the labour force and competitive¬ ness in foreign trade, and for expanding research and development in industry. A number of measu",0.825,ok
CAN_1967_002,CAN,Canada,1967,,,,,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"The programme encourages investment in industrial technology, which can lead to increased productivity and innovation.",high,Industrial Technology Advancement,,False,implemented,The programme has been well received and is currently operational.,high,False,2,The programme significantly enhances industrial technology investment but does not represent a major systemic change.,medium,"The new programme for the advancement of industrial technology has been well received by industry, leading to a marked increase in commitments and outlays in accordance with official forecasts.",The new programme for the advancement of industrial technology has been well received by industry and the rate of commitments and outlays has been in accordance with official forecasts.,31.0,31.0,4.0,keep,keep_rule_based,include,"The reform discusses a programme for the advancement of industrial technology, indicating innovation instruments for firms.",K5,,31.0,"around $ 1.2 billion, generating some 40,000 new jobs. The new programme for the advancement of industrial technology has been well received by industry and the rate of commitments and outlays has been in accordance with official forecasts. Labour mobility h",0.833,ok
CAN_1976_001,CAN,Canada,1976,,,,,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"The investment is aimed at enhancing technological advancements, which can lead to increased productivity and innovation in the energy sector.",high,Oilsands Development Initiative,,False,implemented,The funding has been committed and is currently facilitating development.,high,False,2,The funding represents a significant investment in sectoral R&D but does not constitute a major structural change.,medium,"The federal government committed $600 million to the Syncrude consortium to facilitate further development of Alberta's oilsands, which is expected to enhance technological advancements in the energy sector.","Federal, Ontario and Alberta governments commit $600 million to the Syncrude consortium to permit further development of Alberta oilsands.",51.0,51.0,0.5,borderline,escalate_to_llm,include,"The commitment to the Syncrude consortium is expected to enhance technological advancements in the energy sector, which relates to sectoral R&D.",K2,,51.0,"traisedbytheMinisterofFinanceonSeptember 13, 1974. 6thFebruary Federal, Ontario and Alberta governments commit $600 million to the Syncrude consortium topermitfurtherdevelopmentofAlbertaoilsands. 20",0.786,ok
CAN_1979_001,CAN,Canada,1979,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Stimulating corporate investment in R&D is expected to enhance innovation and productivity.,high,Corporate R&D Stimulus,,False,implemented,The measures were announced and are stated to be implemented.,high,False,1,"The measures are described as minor in nature, indicating limited impact.",medium,"The Canadian government announced measures aimed at stimulating corporate investment and research and development, although these measures were of a minor nature.","Other measures, which were mainly aimed at stimulating corporate investment as well as research and development, were of a minor nature.",29.0,29.0,2.5,borderline,escalate_to_llm,include,"The reform aims at stimulating corporate investment and research and development, indicating a direct focus on R&D.",K4,,29.0,"the rates of provincial sales tax43. Other measures, which were mainly aimed at stimulating corporate investment as well as research and development, wereofaminornature. Atthe sametimeoutlays were",0.795,ok
CAN_1979_002,CAN,Canada,1979,,,,,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"Providing grants and loan guarantees supports small firms in innovation, enhancing their competitiveness.",high,Enterprise Development Programme,,False,implemented,The programme is stated to be providing assistance.,high,False,2,"The programme offers significant support to small firms, indicating a notable but not transformative impact.",medium,"The Enterprise Development Programme provides innovation assistance in the form of grants up to one-half of product development costs for small firms, while also offering loan guarantees to help vulnerable industries meet increased import competition.",The Enterprise Development Programme...provides innovation assistance in the form of grants up to one-half (or three-quarters for small firms) of product development costs.,39.0,39.0,6.5,keep,keep_rule_based,include,"The Enterprise Development Programme provides innovation assistance in the form of grants for product development costs, directly supporting R&D.",K2,,41.0,"ectofpoliciesisillustratedbytheEnterpriseDevelopment Programme. On the one hand, itprovides innovation assistance in the form ofgrants up to one-half(orthree-quarters forsmallfirms)ofproductdevelopmentcostsand, on the other hand, adjustment",0.767,ok
CAN_1983_002,CAN,Canada,1983,,,,,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,Promoting technology and R&D is expected to enhance innovation and economic growth.,high,Technology and R&D Promotion,Promotion of Technology and R&D,False,announced,The budget includes measures to promote technology and R&D expenditure.,high,False,2,"While significant, it is not as transformative as the Special Recovery Program.",medium,The Federal budget promotes technology and R&D expenditure as part of its measures to stimulate economic growth.,"Measures to stimulate residential investment, including promotion of technology and R&D expenditure.",50.0,50.0,10.0,keep,keep_rule_based,include,"The reform promotes technology and R&D expenditure as part of measures to stimulate economic growth, indicating a focus on R&D.",K4,,50.0,"t financing. b) Measures to stimulate residental investment, including enhancement of Registered Home Ownership Savings Plan (RHOSP). c) Direct employment suppo",0.546,ok
CAN_1985_002,CAN,Canada,1985,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"By upgrading labor force skills, the strategy enhances human capital, which is essential for innovation and economic growth.",high,Canadian Jobs Strategy,,False,implemented,The CJS was implemented to replace existing training and job creation programs.,high,True,3,The CJS represents a major reform in labor market policy aimed at improving skills and adaptability.,high,"The Canadian Jobs Strategy (CJS) was introduced to upgrade labor force skills and assist individuals in adapting to technical changes and international competition, replacing existing training and job creation programs.","The primary objective of the Strategy, which replaces existing training and job creation programs, is to upgrade labour force skills and to assist individuals to adapt to requirements imposed by technical change and international competition.",41.0,41.0,1.0,borderline,escalate_to_llm,include,"The Canadian Jobs Strategy aims to upgrade labor force skills in response to technical changes, which supports human capital for R&D.",K8,,41.0,"dian Jobs Strategy (CJS) was introduced in June48. The primary objective of the Strategy, which replacesexisting training andjob creation programs, is to upgrade labour forceskillsand to assist individuals to adapt to requirements imposed by technical change and international competition. The strategy, which is backed by multi-year fina",0.821,ok
CAN_1985_003,CAN,Canada,1985,,,,,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,"By stimulating business investment in R&D, the incentives are expected to enhance innovation and economic growth.",high,R&D Incentives,,False,implemented,The budget measures were implemented to enhance R&D incentives.,high,False,2,The reform provides significant but narrower incentives for R&D investment.,medium,"The May budget provided enriched incentives for research and development to stimulate business fixed investment, particularly risk capital for small and medium-sized enterprises.",Enriched incentives for research and development were provided in the May budget.,,,0.5,borderline,escalate_to_llm,include,"The reform provides enriched incentives for research and development, directly stimulating business investment.",K4,,46.0,gulations in the transportationsector. Enrichedincentivesforresearchanddevelopmentwereprovidedin the May budget. It is difficult tojudge the,0.658,ok
CAN_1988_002,CAN,Canada,1988,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Increased funding for science and technology is expected to enhance research capabilities and innovation.,high,Science and Technology Funding,,False,announced,The program was announced in 1988.,high,True,3,This reform represents a significant increase in public funding for R&D.,high,The federal government announced an additional C$1.3 billion programme for science and technology over the next five years.,The federal government announces an additional C$1.3 billion programme for science and technology over the next five years.,104.0,106.0,8.0,keep,keep_rule_based,include,"The reform announces a significant programme for science and technology, which includes R&D funding.",K4,,104.0,announces an additional C$1.3 billion programme forscience and technology over the next fiveyears. February Thefederal budgetprojects a reduction in thedeficit from C$23.3 billion inf,0.641,ok
CAN_1989_001,CAN,Canada,1989,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"The funding is intended to enhance research and innovation capabilities, which typically supports economic growth.",high,Science and Technology Enhancement Programme,,False,implemented,The programme was announced and is stated to be implemented.,high,False,2,The reform represents a significant but narrower funding initiative rather than a structural overhaul.,medium,"The federal government announced an additional C$1.3 billion programme for science and technology over the next five years, aimed at enhancing research and innovation capabilities.",The federal government announces an additional C$1.3 billion programme for science and technology over the next five years.,115.0,115.0,10.5,keep,keep_rule_based,include,The reform aims at enhancing research and innovation capabilities through a substantial funding programme.,K4,,115.0,gulation of trucking. Stage I of tax reform is implemented. The federal government announces an additional C$1.3 billion programme for science and technology over the next five years.,0.804,ok
CAN_1989_002,CAN,Canada,1989,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"These tax incentives are designed to encourage private sector investment in R&D, which can lead to innovation and economic growth.",high,R&D Tax Incentives,R&D Tax Credit for Small Firms,False,implemented,The reforms were introduced and are stated to be implemented.,high,False,2,The introduction of tax credits and broadening of definitions represents a significant change in the tax treatment of R&D.,medium,The Canadian government introduced a refundable R&D tax credit for small firms and broadened the definition of R&D for tax purposes to include immediate write-off of all current and capital expenditures.,Definition broadened to include immediate write-off of all current and capital expenditures.,,,5.0,keep,keep_rule_based,include,The introduction of a refundable R&D tax credit for small firms directly supports R&D activities.,K5,,55.0,b) Broaden definitionofR&D for b) Definition broadened toinclude tax purposes. immediatewriteoffofallcurrent andcapitalexpenditures. Social policy a) T,0.689,ok
CAN_1992_002,CAN,Canada,1992,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,applied,growth_supporting,"Linking researchers with corporations enhances knowledge transfer and innovation, which can drive economic growth.",high,Centres for Excellence Initiative,,False,implemented,The initiative has been launched and is operational.,high,False,2,"The initiative represents a significant effort to enhance collaboration between academia and industry, improving R&D outcomes.",medium,"The Canadian Government has initiated the establishment of Centres for Excellence to link top researchers from universities with major corporations, aiming to improve the effectiveness of existing R&D support.","The Government has initiated a number of programmes to address these problems. Among these is the establishment of the Centres for Excellence, which link up top researchers of universities and major corporations.",,,6.5,keep,keep_rule_based,include,The establishment of Centres for Excellence aims to improve R&D support through knowledge transfer.,K6,,81.0,"t laboratories, provincial organisations, universities and the private sector35. The Government has initiated a number of programmes to address these problems. Among these is the establishment of the Centres for Excellence, which link up top researchers ofuniversities and majorcorporations. In a",0.827,ok
CAN_1993_002,CAN,Canada,1993,1993.0,1992.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,applied,growth_supporting,Streamlining access to R&D programmes is expected to facilitate innovation and improve the efficiency of R&D investments by corporations.,high,R&D Program Streamlining,,False,implemented,The announcement was made in 1993 and has been executed.,high,False,2,The intention to streamline R&D programmes is significant but does not represent a major overhaul of the system.,medium,"The government announced its intention to streamline delivery of and access to R&D programmes and services, enhancing support for Canadian corporations undertaking R&D.","At the same time, it announced its intention to streamline delivery of and access to R&D programmes and services.",61.0,61.0,5.0,keep,keep_rule_based,include,"The reform aims to enhance support for Canadian corporations undertaking R&D, directly related to R&D programmes.",K4,,61.0,"undertaking R&D. At the same time, it announced its intention to streamline delivery of and access to R&D programmes and services. Privatisation andpublic-sector reform Sin",0.79,ok
CAN_1993_003,CAN,Canada,1993,1993.0,1993.0,explicit,high,,,,,inferred,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"Increased R&D tax credits lower the cost of private R&D investment, incentivising firms to undertake more innovation and development activity, which supports productivity growth and competitiveness.",high,R&D Tax Credit and Programme Streamlining,R&D tax credit expansion and programme streamlining,False,announced,"Text states the government 'announced its intention' in the April 1993 Budget, indicating announcement but not yet implementation.",high,False,2,"Significant increase to an existing major instrument (R&D tax credits) combined with programme streamlining, but announced rather than yet implemented.",medium,"The Canadian government increased tax credits for R&D, already generous by international standards, and announced its intention to streamline delivery of and access to R&D programmes and services in the December 1992 Economic and Fiscal Statement and April 1993 Budget.","In its December 1992 Economic and Fiscal Statement, and again in the April 1993 Budget, the Government provided additional support to Canadian corporations undertaking R&D. At the same time, it announced its intention to streamline delivery of and access to R&D programmes and services.",56.0,56.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,61.0,"April 1993 Budget, the Government provided additional support to Canadian corporations undertaking R&D. At the same time, it announced its intention to streamline delivery of and access to R&D programmes and services. Privatisation andpublic-sector reform Since the mid-1980s, the Government has privatised or dissolved 40 Crown corporations (public enterprises) and other holdings and improved opera",0.633,ok
CAN_1994_002,CAN,Canada,1994,1994.0,1994.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,private,applied,growth_supporting,Providing long-term capital to innovative companies is essential for fostering their growth and enhancing overall economic productivity.,high,Innovation Funding Package,Canadian Investment Fund,True,implemented,The fund has been established and is operational.,high,False,2,"While significant, this reform is more focused and does not represent a system-wide change.",medium,The Canadian Investment Fund will work with private partners and the financial sector to identify the best way to provide long-term capital to innovative companies.,The Canadian Investment Fund will work with private partners and the financial sector to identify the best way to provide long-term capital to innovative companies.,,,1.0,borderline,escalate_to_llm,include,"The Canadian Investment Fund aims to provide long-term capital to innovative companies, which supports R&D activities.",K5,,59.0,unced several new industrial-policy programmes: the Canadian Investment Fund will work with private partners and the financial sector to identify the best way to provide long-term capital to innovative compa¬ nies; the Business N,0.83,ok
CAN_1995_002,CAN,Canada,1995,2019.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,basic,growth_supporting,Stimulating private sector R&D investment is essential for enhancing overall economic performance.,high,R&D Support and Innovation Strategy,Need for Increased R&D Investment,True,announced,The analysis indicates a recognized need for policy adjustments to enhance R&D investment.,high,False,2,"While the analysis highlights a significant need, it does not represent a direct policy change.",medium,"The analysis suggests that Canadian industry would benefit from increased private sector spending and performance in R&D, indicating a need for public policies to stimulate such investments.",An obvious question raised by the analysis above is what restrains Canadian firms from spending more on - and performing more - R&D if there are substantial net benefits to doing so.,102.0,102.0,3.0,keep,keep_rule_based,include,"The analysis suggests a need for public policies to stimulate R&D investments, indicating a focus on R&D funding.",K4,,102.0,y would benefit ifthe private sector spent (and performed) more on R&D. An obvious question raised by the analysis above is what restrains Canadian firms from spending more on - and performing more - R&D if there are substantial net benefits to doin,0.834,suspicious
CAN_1995_005,CAN,Canada,1995,,1994.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"Supporting SME participation in global markets through business networks and technology networks enhances market access, competitive positioning, and technology adoption, supporting productivity and growth.",high,SME Global Market Participation Initiative,SME export development and innovation products,False,announced,Text explicitly states 'announced innovation products and initiatives'.,high,False,2,"A significant initiative combining multiple strategies to support SME competitiveness and market participation, but narrower in scope than system-wide reforms.",medium,"The Canadian Government announced innovation products and initiatives to promote SME participation in global markets, including the Business Networks Strategy to encourage cooperation among small businesses and the Canadian Technology Network to help firms design and market globally competitive products.","Recently-announced government initiatives will amplify or complement those launched previously, which included proposals to encourage co-operation among small businesses to help achieve the critical size needed to compete in international markets (The Business Networks Strategy) and to bring together small firms to design and market globally competitive products (Canadian Technology Network).",118.0,119.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,,,0.361,ok
CAN_1996_001,CAN,Canada,1996,1996.0,,,,,,,,explicit,high,innovation,rd_funding,knowledge_transfer,,public_private,applied,growth_supporting,"The funding and support programs are designed to enhance innovation and competitiveness, which are expected to raise productivity and economic growth.",high,Technology and Innovation Enhancement,Funding and Support Programs,True,implemented,The reforms were enacted as part of the 1996 Budget and have been operational since then.,high,False,2,"The reforms involve significant funding reallocations and the introduction of new programs aimed at enhancing innovation, but they do not constitute a major overhaul of the system.",medium,"The 1996 Budget reallocates up to C$ 260 million over three years towards technology and innovation, enhancing Canada's competitive edge. Additionally, the Technology Partnerships Canada (TPC) programme was introduced to provide reimbursable financing to firms for close-to-market development of key technologies, while the Canadian Technology Network (CTN) was launched to facilitate access for firms to business expertise and information on technology.","The Canadian Technology Network (CTN), a grouping of industry associations, research organisations, government institutes, and universities, was launched in 1996 to provide firms with quick and easy access to business expertise, advice and information on technology.",114.0,114.0,9.0,keep,keep_rule_based,include,"The budget reallocates funds towards technology and innovation, enhancing competitive edge and providing financing for close-to-market development.",K3,,114.0,"- The Canadian Technology Network (CTN), a grouping of industry associations, research organisations, government institutes, and universi¬ ties, was launched in 1996 to provide firms with quick and easy access to business expertise, advice and information on technology. - The Technology Partnerships Programme, a joint initiative of three Research Councils, aims to creat",0.834,ok
CAN_1996_003,CAN,Canada,1996,,,,,,,,,,,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By fostering collaboration between universities and SMEs, the programme aims to enhance innovation and commercialization efforts, contributing to economic growth.",high,Technology Partnerships Programme,University-SME Collaboration,True,announced,The programme has been announced but details on implementation are not provided.,medium,False,2,The establishment of this programme represents a significant effort to enhance collaboration and innovation but does not constitute a major overhaul of the innovation system.,medium,"The Technology Partnerships Programme, a joint initiative of three Research Councils, was established to create partnerships among universities and SMEs for research development and commercialization.","The Technology Partnerships Programme, a joint initiative of three Research Councils, aims to create partnerships among universities and SMEs for research development and commercialisation.",114.0,114.0,11.0,keep,keep_rule_based,include,"The reform aims to create partnerships for research development and commercialization, directly related to R&D.",K6,,114.0,"easy access to business expertise, advice and information on technology. - The Technology Partnerships Programme, a joint initiative of three Research Councils, aims to create partnerships among universities and SMEs for research development and commercialisation.",0.834,ok
CAN_1996_004,CAN,Canada,1996,1996.0,1996.0,explicit,high,,,,,explicit,high,innovation,knowledge_transfer,startup_ecosystem,,public_private,commercialization,growth_supporting,A network providing firms with access to expertise and technology information reduces information asymmetries and facilitates technology adoption and commercialisation.,high,1996 Technology Commercialisation and Partnership Initiatives,Canadian Technology Network (CTN),True,implemented,"Text explicitly states 'launched' in 1996, indicating implementation.",high,False,2,"Significant new institutional mechanism for knowledge transfer and technology support, but primarily an information and advisory network rather than a major structural reform.",high,"The Canadian Technology Network (CTN), launched in 1996 as a grouping of industry associations, research organisations, government institutes, and universities, was established to provide firms with quick and easy access to business expertise, advice and information on technology.","The Canadian Technology Network (CTN), a grouping of industry associations, research organisations, government institutes, and universities, was launched in 1996 to provide firms with quick and easy access to business expertise, advice and information on technology.",114.0,114.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). two_model_included,,,114.0,"- The Canadian Technology Network (CTN), a grouping of industry associations, research organisations, government institutes, and universi¬ ties, was launched in 1996 to provide firms with quick and easy access to business expertise, advice and information on technology. - The Technology Partnerships Programme, a joint initiative of three Research Councils, aims to creat",0.834,ok
CAN_1996_006,CAN,Canada,1996,1995.0,1995.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,Expanded tax credits for third-party R&D reduce the cost of innovation for firms and improve incentives for applied research and development.,high,1995 R&D Tax Credit and Spending Reorientation,SR&ED Tax Credit Reform,True,implemented,"Text explicitly states 'reformed' in 1995, indicating implementation.",high,False,2,"Significant reform of a major indirect R&D support instrument, improving its effectiveness and scope, but not a structural overhaul.",high,"Canada reformed its Scientific Research and Experimental Development (SR&ED) tax credit in 1995 by introducing new rules facilitating tax credits for R&D performed by third parties, improving the effectiveness of indirect R&D support.","In 1995, new rules were introduced facilitating tax credits for R&D performed by third-parties.",113.0,113.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,113.0,"rather than past work. In 1995, new rules were introduced facili¬ tating tax credits for R&D performed by third-parties. Partnerships between industry and",0.76,ok
CAN_1997_001,CAN,Canada,1997,1997.0,1997.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,Enhancing research infrastructure is expected to improve research capacity and innovation outcomes.,high,Canada Foundation for Innovation,Research Infrastructure Investment,True,implemented,The Canada Foundation for Innovation has been operational since its establishment.,high,True,3,The establishment of a national foundation for innovation represents a significant structural change in research funding.,high,"The Canada Foundation for Innovation was established with an investment of C$ 800 million over five years to modernize and enhance research infrastructure at post-secondary institutions and hospitals, thereby supporting research and innovation capacity in Canada.",The creation of a Canada Foundation for Innovation to modernise and enhance research infrastructure at post-secondary institutions and hospitals.,43.0,43.0,2.0,borderline,escalate_to_llm,include,"The reform aims to enhance research infrastructure at post-secondary institutions, supporting research and innovation capacity.",K7,,43.0,in enhancing their skills; ii) the creation of a Canada Foundation for Innovation to modernise and enhance research infrastructure at post-secondary institutions and hospitals (see Chapter III); and iii) s,0.823,ok
CAN_1997_002,CAN,Canada,1997,1997.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,Stimulating private sector investment in R&D is expected to enhance innovation and productivity.,high,R&D Tax Credit for Small Firms,,False,implemented,The tax credit has been in effect since its introduction.,high,True,3,The introduction of a refundable tax credit represents a significant reform in the innovation support system.,high,"Canada introduced a refundable R&D tax credit for small firms, broadening the definition of R&D and technology for tax purposes, which aims to stimulate private sector investment in research and development.",Introduced refundable R&D tax credit for small firms; broadened the definition of R&D and technology for tax purposes.,62.0,62.0,8.0,keep,keep_rule_based,include,The introduction of a refundable R&D tax credit aims to stimulate private sector investment in research and development.,K2,,62.0,ion Program in development 1987. Science Introduced refundable R&D tax credit for small firms; broadened the definition of R&D and technology for tax purposes; created Networks o,0.791,ok
CAN_1997_003,CAN,Canada,1997,1997.0,1997.0,explicit,high,,,,,explicit,high,innovation,rd_funding,human_capital,,public,basic,growth_supporting,Investing in human capital and R&D funding is expected to enhance the skills of the workforce and stimulate innovation.,high,Human Capital and R&D Funding,,False,implemented,These reforms have been operational since their announcement.,high,False,2,"While these reforms are significant, they do not represent a structural overhaul of the system.",medium,"The Canadian government has improved the tax treatment of human capital investment through enhanced deductions for tuition and increased contribution limits to Registered Education Savings Plans, while also allocating C$ 500 million for a ten-year research and development fund in Ontario and stabilizing funding for the Industrial Research Assistance Program (IRAP) at C$ 97 million per year to encourage research and innovation by small and medium-sized enterprises.",The tax treatment of human capital investment has been improved. Deductions for tuition and for students attending educational institutions have been enhanced.,,,12.0,keep,keep_rule_based,include,The allocation of C$ 500 million for a research and development fund directly supports R&D activities.,K4,,97.0,"avings. On the other hand, the tax treatment of human capital investment has been improved. Deductions for tuition and for students attending educational institutions have been enhanced, and contribution limits to Register",0.829,ok
CAN_1997_004,CAN,Canada,1997,1997.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"These measures are designed to stimulate private sector investment in R&D, which is essential for innovation and economic growth.",high,Innovation Instruments Enhancement,,False,implemented,The reforms have been enacted and are currently in effect.,high,False,2,"While significant, these reforms do not represent a major overhaul of the innovation support system.",medium,"The Canadian government introduced a refundable R&D tax credit for small firms, broadening the definition of R&D and technology for tax purposes, alongside additional funding for the Industrial Research Assistance Program (IRAP) to stabilize its funding and incentivize R&D activities in high unemployment regions.",The recent Budget announced additional funding for the Industrial Research Assistance Program (IRAP) to stabilise its funding at C$ 97 million per year.,,,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,,,0.423,ok
CAN_1997_005,CAN,Canada,1997,1997.0,1997.0,explicit,high,,,,,explicit,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"Stable, dedicated funding for SME research assistance reduces barriers to R&D investment for smaller firms, supporting innovation and productivity growth.",high,Industrial Research Assistance Program (IRAP) Funding Stabilisation,Industrial Research Assistance Program funding stabilisation,False,implemented,"Text states 'provided additional funding' and 'stabilise its funding at C$97 million per year', indicating active programme operation in 1997.",high,False,1,Incremental adjustment to an existing programme (funding stabilisation) rather than a new instrument or structural reform.,high,"The federal government provided additional funding for the Industrial Research Assistance Program (IRAP) to stabilise its funding at C$97 million per year, encouraging research and innovation by small and medium-sized enterprises.",The recent Budget announced the renewal of the Networks of Centres of Excellence (NCE) programme with stable funding of C$47 million per year as well as additional funding for the Industrial Research Assistance Program (IRAP) to stabilise its funding at C$97 million per year. The IRAP programme encourages research and innovation by small and medium-sized enterprises.,76.0,77.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,,,0.382,ok
CAN_1997_005,CAN,Canada,1997,1997.0,,,,,,,,explicit,high,innovation,knowledge_transfer,,,public_private,applied,growth_supporting,"Fostering collaboration between sectors enhances knowledge transfer and innovation, which is beneficial for economic growth.",high,Networks of Centers of Excellence,,False,implemented,The renewal has been completed and the programme is operational.,high,False,2,The renewal of the programme is significant but does not represent a major structural change.,medium,"The Canadian government created Networks of Centers of Excellence in 1988 to promote collaboration between universities, industry, and government in key areas of research and innovation, with a renewal of the programme in 1997 to support university-industry research partnerships.",The recent Budget announced the renewal of the Networks of Centres of Excellence (NCE) programme with stable funding of C$ 47 million per year.,76.0,76.0,5.0,keep,keep_rule_based,include,Recovered from three-layer cross-verification pipeline (Anthropic + GPT). one_model_included,,,76.0,and is taking additional steps to promote science and technology. The recent Budget announced the renewal of the Net- works of Centres of Excellence (NCE) programme with stable funding of C$ 47 million,0.821,ok
CAN_1998_002,CAN,Canada,1998,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax credit is designed to stimulate private investment in R&D, which can lead to increased innovation and economic growth.",high,R&D Tax Incentives,,False,implemented,The tax credit has been operational since its announcement.,high,False,2,"While significant, the reform is narrower in scope compared to major structural changes.",medium,Saskatchewan introduced a corporate tax credit for research and development to incentivize private sector investment in R&D activities.,Saskatchewan announced a new corporate tax credit for research and development.,,,2.5,borderline,escalate_to_llm,include,The corporate tax credit for research and development incentivizes private sector investment in R&D activities.,K2,,153.0,reased the exemption under the corporate capital tax and Saskatchewan announced a new corporate tax credit for research and development. (T,0.725,ok
CAN_1998_003,CAN,Canada,1998,1997.0,1997.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,Investing in research infrastructure is crucial for fostering innovation and improving research capabilities.,high,Research Infrastructure Enhancement,,False,implemented,The foundation has been operational since its establishment.,high,True,3,The establishment of a foundation with significant funding represents a major commitment to enhancing research infrastructure.,high,The Canada Foundation for Innovation was established with an initial funding of C$ 800 million to enhance research infrastructure and support innovation in Canadian universities and research institutions.,The Canada Foundation for Innovation with up-front funding of C$ 800 million.,182.0,182.0,8.5,keep,keep_rule_based,include,The funding of C$ 800 million to enhance research infrastructure supports innovation in universities and research institutions.,K7,,182.0,benefits for low-income families; the Canada Foundation for Innovation with up-front funding of C$ 800 million; and incentives in the tax,0.71,ok
CAN_1998_004,CAN,Canada,1998,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"The fund is intended to boost R&D activities across sectors, which can lead to increased innovation and economic growth.",high,Sectoral R&D Fund,,False,implemented,The fund has been operational since its announcement.,high,False,2,"While significant, the fund is a narrower initiative compared to major structural reforms.",medium,"The Ontario government announced a C$ 500 million fund dedicated to research and development, aimed at enhancing innovation and supporting various sectors.",Other highlights include C$ 500 million for a ten-year research and development fund.,,,6.0,keep,keep_rule_based,include,The C$ 500 million fund dedicated to research and development aims to enhance innovation and support various sectors.,K4,,183.0,; personal income tax cuts; increased spending for health care and job creation; C$ 500 million for a ten-year research and development fund; and,0.6,ok
