reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,event_id,n_mentions,mention_survey_years,mention_ids
DNK_2026_001,DNK,Denmark,2026,2028.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"The reforms aim to enhance resource allocation and incentivize R&D spending, which are expected to raise productivity and innovation.",high,R&D Support Enhancement,Public R&D Support and Tax Allowance,True,announced,Both reforms are announced for future implementation.,high,False,2,"The reforms represent significant changes in public R&D support and tax incentives, but are not structural or system-wide.",medium,"Denmark aims to improve public support for business R&D by clarifying objectives and strengthening coordination mechanisms to enhance resource allocation and reduce administrative barriers. Additionally, the country is increasing its R&D tax allowance from 114% in 2026 to 120% by 2028 for R&D spending up to DKK 1 billion, enhancing incentives for research and development activities.","Public support to business R&D could be improved, as its impact on knowledge production and diffusion, measured by the number of patent applications or citations, is found to be low.",32.0,32.0,EVT_DNK_2028.0_1392,1,2026,DNK_2026_001
DNK_1999_002,DNK,Denmark,1999,,1999.0,explicit,high,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,Stimulating business-financed R&D is expected to enhance innovation capacity and productivity in the private sector.,high,R&D Funding Enhancement,Stimulating Business-Financed R&D,True,announced,The reform has been officially announced but not yet legislated.,high,False,2,"This reform is significant as it aims to enhance innovation capacity through increased R&D funding, though it is not a major structural change.",medium,The Danish government is stimulating business-financed research and development to enhance innovation capacity in the private sector.,The programme aims for: Stimulating business-financed research and development.,,,EVT_DNK_nan_1396,1,1999,DNK_1999_002
DNK_2002_001,DNK,Denmark,2002,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D investment is expected to lead to higher productivity and innovation, benefiting the overall economy.",high,Denmark2010 Programme,R&D Investment Increase,False,announced,The government has stated its intention to raise R&D investment as part of its strategy.,high,False,2,"This reform represents a significant policy direction aimed at enhancing R&D investment, which is crucial for long-term economic growth.",medium,"The Danish government aims to raise research and development (R&D) investment to enhance productivity growth, focusing on improving framework conditions and promoting competition.","Raising research and development (R&D) investment, currently close to the average EU level, could contribute to higher total factor productivity growth.",47.0,47.0,EVT_DNK_nan_1397,1,2002,DNK_2002_001
DNK_2006_007,DNK,Denmark,2006,,2006.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,Strengthening quality requirements for incubators is expected to enhance support for innovative startups.,medium,Business Incubator Reform,,False,announced,The reform has been officially announced but not yet implemented.,medium,False,2,The reform is significant in improving the support structure for startups but is not a major overhaul.,medium,"Publicly funded business incubators will face stronger quality requirements, and firms undertaking substantial research will be allowed to compete for public research grants.",Publicly funded business incubators should face stronger quality requirements.,106.0,106.0,EVT_DNK_nan_1399,1,2006,DNK_2006_007
DNK_2012_003,DNK,Denmark,2012,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Increased spending on energy research fosters innovation and technological advancement in the energy sector.,high,Energy Research Investment Package,Energy Technology Development and Demonstration Programme,True,implemented,The government has actively increased spending on energy research.,high,False,2,The increase in funding represents a significant commitment to advancing energy technologies.,medium,The Danish government has increased its spending on energy research to support the market maturation of existing technologies and the development of new technologies through the Energy Technology Development and Demonstration Programme.,The Danish government has spent more and more on energy research in recent years.,88.0,88.0,EVT_DNK_2012_0332,1,2012,DNK_2012_003
DNK_2013_003,DNK,Denmark,2013,,2013.0,explicit,high,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,Improving the connection between academia and industry can lead to increased innovation and productivity in the economy.,high,2013 Research Funding Reform,,False,recommended,The recommendation suggests a shift in funding strategy to enhance collaboration.,high,False,2,This reform represents a significant shift in funding strategy that could enhance innovation capacity through better collaboration.,medium,Denmark is moving towards a more balanced mix of project and institutional-based research funding to enhance links between universities and industry.,Move towards a more balanced mix of project and institutional based research funding with the objective to increase the links between universities and industry.,36.0,36.0,EVT_DNK_nan_1400,1,2013,DNK_2013_003
DNK_2013_012,DNK,Denmark,2013,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Enhancing R&D tax credits can incentivize firms to invest more in research and development, leading to innovation and economic growth.",high,2013 R&D Tax Credit Reform,,False,recommended,The recommendation suggests improvements to R&D tax credit programmes to support innovative firms.,high,False,2,This reform is significant as it directly impacts the financial incentives for firms to engage in R&D activities.,medium,The OECD recommends extending carry-over provisions and cash refunds in R&D tax credit programmes or increasing direct support to better assist young and dynamic firms.,Further extend carry-over provisions and cash refunds in R&D tax credit programmes or increase direct support.,13.0,13.0,EVT_DNK_nan_1405,1,2013,DNK_2013_012
DNK_2019_001,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,"Increases overall business R&D investment, fostering innovation and competitiveness among smaller firms.",high,2019 Business R&D Support Initiative,,False,announced,The government plans to broaden public support to business R&D.,high,False,2,This reform is significant as it aims to diversify R&D funding sources and stimulate innovation across a broader range of firms.,medium,"Denmark is expanding its public support for business R&D through well-designed R&D grants and tax credits aimed at incremental R&D expenses, addressing the concentration of business R&D spending in a few large firms.",Broaden public support to business R&D through well-designed R&D grants and tax credits for incremental R&D expenses.,14.0,14.0,EVT_DNK_nan_1407,1,2019,DNK_2019_001
DNK_2019_002,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,research_infrastructure,,,public_private,applied,growth_supporting,"Enhances the availability of data for research and innovation, potentially leading to new services and business models.",high,2019 Open Data Initiative,,False,announced,The government aims to make more public data available to foster innovation.,high,False,2,"This initiative is important as it leverages existing public data to stimulate innovation and research, enhancing the overall innovation ecosystem.",medium,"The Danish government is investing in open access to public-sector basic data, including weather data, to foster innovation and research opportunities for businesses.",Recent digital initiatives by the Government aim at fostering further open access to public-sector basic data.,120.0,120.0,EVT_DNK_nan_1408,1,2019,DNK_2019_002
DNK_2019_013,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,Facilitating collaboration is expected to enhance knowledge transfer and commercialization of research outputs.,high,2019 Innovation Strategy,,False,recommended,The recommendation to improve collaboration between universities and businesses is emphasized in the survey.,high,False,2,"This reform is significant as it addresses barriers to collaboration, which is essential for enhancing innovation and economic growth.",medium,The Danish government aims to improve collaboration between universities and businesses by simplifying the regulatory framework and enhancing intellectual property rights policies.,"Improve collaboration between universities and businesses by reducing the complexity of the system regulating cooperation, and improving intellectual property right policies of universities.",130.0,130.0,EVT_DNK_nan_1410,1,2019,DNK_2019_013
DNK_2021_003,DNK,Denmark,2021,,2021.0,imputed_survey_year,high,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,The strategy aims to reduce emissions and promote sustainable practices in agriculture and industry.,high,Green Research Strategy,Agricultural R&D for Emission Reduction,False,announced,Official announcements of investment plans.,high,False,2,The strategy is significant for its focus on sustainable practices and emissions reduction.,medium,"Denmark is investing in research and development to enhance agriculture's contribution to a net-zero target, focusing on alternatives to greenhouse gas intensive practices and improving emissions monitoring. The green research strategy also emphasizes developing green fuels and Power-to-X technologies.","In the longer term, research and development can contribute to provide alternatives to GHG intensive practices and therefore abate emissions with limited leakage effects.",121.0,121.0,EVT_DNK_nan_1412,1,2021,DNK_2021_003
DNK_2021_005,DNK,Denmark,2021,,2020.0,explicit,high,,,,,,,innovation,rd_funding,sectoral_rd,,public_private,applied,growth_supporting,"The plan supports green innovation and technology scaling, contributing to sustainable economic growth.",high,Green Recovery and Investment Plan,Green R&D Funding,False,announced,Official announcements of funding allocations.,high,False,2,The plan provides significant funding for green R&D and innovation.,medium,"The Danish government announced a Green recovery plan, which includes substantial support for research and development of green technologies, with DKK 3,900 million allocated for this purpose. Additionally, a trans-partisan agreement allocated DKK 6 billion to the Danish Green Investment Fund to promote green innovation and scale up technologies in five key areas.",A trans-partisan agreement between the Danish Government and other parties allocated DKK 6 billion to the Danish Green Investment Fund.,,,EVT_DNK_nan_1413,1,2021,DNK_2021_005
DNK_2021_007,DNK,Denmark,2021,,,,,,,,,,,innovation,research_infrastructure,sectoral_rd,,public_private,adoption,growth_supporting,The development of wind energy islands and charging infrastructure supports renewable energy and sustainable transport.,high,Infrastructure and Energy Transition Plan,North Sea Wind Energy Island,False,announced,Official plans for infrastructure development.,high,True,3,The plan involves large-scale infrastructure projects with significant investment.,high,"The Danish government is planning to develop two wind energy islands to provide renewable electricity and sustainable fuels, with the first stage of the North Sea project estimated at EUR 29 billion. Additionally, a 10-year funding program for fast chargers on the trunk road network is part of the Infrastructure Plan 2035.","The Danish government is planning to develop two wind energy islands, an artificial island in the North Sea and the Baltic island of Bornholm, to provide renewable electricity, sustainable fuels and interconnection with other countries.",104.0,104.0,EVT_DNK_nan_1414,1,2021,DNK_2021_007
ESP_1996_003,ESP,Spain,1996,1994.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public_private,adoption,growth_supporting,"By enhancing technological capacity and infrastructure for SMEs, the plan supports innovation and competitiveness in the economy.",high,Industrial Technology Action Plan,,False,implemented,The plan has been executed and is currently operational.,high,True,3,This phase represents a significant structural change in how technology is accessed and utilized by SMEs.,high,The second phase of Spain's Industrial Technology Action Plan (PATI II) aims to enhance the technological capacity of SMEs by improving access to technology and strengthening infrastructure.,The second phase of Spain's Industrial Technology Action Plan (PATI II) is currently underway and gives priority to communication and information technologies.,84.0,84.0,EVT_ESP_1994_0348,1,1996,ESP_1996_003
ESP_1998_001,ESP,Spain,1998,1998.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for R&D is expected to enhance innovation and productivity, contributing positively to economic growth.",high,R&D Funding Enhancement,Increased R&D Funding,True,implemented,The reforms have been executed as part of the national budget and specific plans.,high,True,3,"While the reforms are significant, they do not represent a complete overhaul of the funding system.",medium,"The 1998 Budget includes increased funding for research and development, aiming to enhance innovation and productivity in the economy. Additionally, the Plan de Actuacion Tecnologico Industrial managed by the Ministry of Industry supported 637 projects in 1995 at a cost of Ptas 11.6 billion, aimed at enhancing technological development.","The Budget increases funding for active labour market policies, research and development, raises spending on education and maintains public investment as a share of GDP.",,,EVT_ESP_1998_0350,6,"1996,1998,2000,2001","ESP_2000_002,ESP_1998_001,ESP_2000_001,ESP_2001_002,ESP_1996_002,ESP_1998_005"
ESP_2005_007,ESP,Spain,2005,2005.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increased public funding for R&D is expected to stimulate private sector investment and enhance overall innovation capacity, contributing to productivity growth.",high,2005 R&D Funding Initiative,,False,implemented,The government has already started with a 25% increase in the 2005 budget.,high,True,3,"This reform represents a significant commitment to enhancing public R&D funding, which is crucial for achieving national innovation goals and improving Spain's competitive position in the global economy.",high,"The Spanish government has committed to double public support for R&D over the next four years, starting with a 25% increase in the 2005 budget, aiming to boost R&D spending to meet the 3% Lisbon target by 2010.","The authorities’ goal is to reach the 3% Lisbon target by 2010, and to raise the share of private spending to two-thirds.",92.0,92.0,EVT_ESP_2004_0353,2,2005,"ESP_2005_009,ESP_2005_007"
ESP_2005_008,ESP,Spain,2005,2005.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"By simplifying access to tax incentives, the reform is expected to encourage more firms to invest in R&D, thereby enhancing innovation and productivity.",medium,2005 R&D Tax Incentive Reform,,False,implemented,The system has been improved by the introduction of an optional certificate.,high,True,3,"This reform addresses specific bureaucratic barriers to the effective use of existing tax incentives, which is significant for enhancing R&D investment.",medium,"The introduction of an optional certificate by the Ministry of Industry, Tourism and Trade aims to improve the use of R&D tax breaks by providing binding content for the tax administration, addressing bureaucratic issues that hinder their uptake.","The system has been improved by the introduction of an optional certificate to be issued by the Ministry of Industry, Tourism and Trade.",93.0,93.0,EVT_ESP_2005_0354,2,2005,"ESP_2005_006,ESP_2005_008"
ESP_2007_018,ESP,Spain,2007,2006.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By facilitating the creation of technology-based start-ups, the program aims to enhance innovation and economic growth through increased entrepreneurial activity.",high,NEOTEC Venture Capital Program,,False,implemented,The program was launched with specific funding to support start-ups.,high,True,3,"The NEOTEC program represents a significant investment in fostering a vibrant startup ecosystem, which is crucial for enhancing innovation capacity in the economy.",high,The NEOTEC venture capital program was launched with a funding of €176 million to promote the creation of technology-based start-ups in Spain through investments in venture-capital companies.,A government programme (NEOTEC venture capital) with funding of €176 million has been launched to cover the period 2006-2013 and promote the creation of Spanish technology-based start-ups.,140.0,140.0,EVT_ESP_2006_0356,3,2007,"ESP_2007_007,ESP_2007_018,ESP_2007_025"
ESP_2007_008,ESP,Spain,2007,2006.0,,,,2006.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By fostering collaboration within clusters, the legislation is expected to enhance innovation and competitiveness in key sectors.",high,2006 Innovative Clusters Support Legislation,,False,implemented,New legislation has been adopted to support innovative clusters.,high,False,2,"The legislation represents a significant step towards enhancing innovation through collaborative efforts in clusters, which is vital for economic growth.",medium,"Legislation has been adopted to support innovative clusters, aiming to enhance collaboration and innovation among firms and research institutions.",New legislation has also been adopted in 2006 to support innovative clusters.,,,EVT_ESP_2006_0357,1,2007,ESP_2007_008
ESP_2007_016,ESP,Spain,2007,2006.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"The plan aims to enhance the entrepreneurial environment, facilitating access to credit and resources for startups, which can lead to increased innovation and economic growth.",high,National Reform Programme,Support Plan for Entrepreneurship,False,implemented,The PFE was initiated to address the challenges faced by entrepreneurs and SMEs.,high,True,3,"This reform represents a significant structural change in supporting entrepreneurship, which is crucial for innovation and economic dynamism.",high,"The government has launched a support plan for entrepreneurship (Plan de Fomento Empresal, PFE) aimed at encouraging firm creation and growth, particularly for young and technology-based companies.",The PFE encourages the spirit of enterprise by means of measures aimed in a number of directions.,136.0,136.0,EVT_ESP_2006_0358,2,2007,"ESP_2007_016,ESP_2007_017"
ESP_2007_030,ESP,Spain,2007,2007.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,basic,growth_supporting,"By enhancing research funding and collaboration, the plan aims to improve scientific output and innovation capacity, which can lead to higher productivity and economic growth.",high,Ingenio2010 Plan,,False,implemented,The plan has been launched with specific measures and funding allocations.,high,True,3,The Ingenio2010 Plan represents a significant structural change in public research funding aimed at enhancing Spain's research capabilities and international collaboration.,high,"The Ingenio2010 Plan includes measures to enhance research excellence and increase the size of research teams by establishing public research funding based on strategic guidelines, promoting large-scale teams and consortia, and launching an Activation Plan for the 7th Framework Programme.",The Ingenio2010 Plan includes three main types of measures aiming at enhancing the excellence and increasing the size of research teams.,120.0,120.0,EVT_ESP_2005_0355,4,2007,"ESP_2007_009,ESP_2007_010,ESP_2007_030,ESP_2007_011"
ESP_2007_029,ESP,Spain,2007,2007.0,,,,2007.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By allowing exceptions for R&D investments, the reform encourages public and private sector collaboration in enhancing productivity and innovation.",high,Fiscal Stability Law Update,,False,implemented,The updated law has been enacted and is in effect.,high,True,3,"The reform represents a significant change in fiscal policy, allowing for targeted investment in R&D, which is crucial for long-term economic growth and innovation.",high,"The updated Fiscal Stability Law includes provisions that allow for exceptions to deficit restrictions for increases in productive investment programmes, including R&D, which are deemed to improve productivity.","The new Fiscal Stability Law aims for fiscal stability over the economic cycle... a special allowance is made to exceptionally exclude increases in investment in programmes for productive activities, R&D included.",108.0,108.0,EVT_ESP_2007_0360,1,2007,ESP_2007_029
ESP_2010_001,ESP,Spain,2010,2009.0,,,,,,,,explicit,high,innovation,human_capital,knowledge_transfer,,public_private,applied,growth_supporting,Enhancing human capital through training projects is expected to improve productivity and innovation capacity.,high,International Campus of Excellence Programme,Joint Public-Private Financing of Training Projects,False,implemented,The programme has been actively promoting public-private cooperation since its launch.,high,False,2,The reform significantly enhances cooperation and funding mechanisms for training but does not represent a structural overhaul.,medium,"The International Campus of Excellence Programme of 2009 seeks to promote cooperation between public and private institutions, introducing joint public-private financing of training projects to enhance human capital in research and development.",The International Campus of Excellence Programme of 2009 seeks to promote co-operation of public and private institutions.,55.0,55.0,EVT_ESP_2009_0365,1,2010,ESP_2010_001
ESP_2007_003,ESP,Spain,2007,2010.0,2007.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing public R&D funding is expected to enhance innovation capacity and productivity, contributing positively to economic growth.",high,National Reform Programme,,False,announced,The authorities have embarked on an ambitious programme to transform the economy and guide it towards a growth model based on productivity increases.,high,True,3,"This reform represents a significant commitment to enhancing public R&D funding, which is crucial for fostering innovation and improving economic competitiveness.",high,"The National Reform Programme aims to increase public R&D spending by 0.4 percentage points of GDP by 2010, as part of a broader strategy to transform the economy towards productivity growth.",The National Reform Programme calls for increasing public R&D spending by 0.4 percentage point of GDP by 2010.,5.0,5.0,EVT_ESP_2010.0_1418,1,2007,ESP_2007_003
ESP_2007_005,ESP,Spain,2007,2010.0,,,,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increasing R&D funding is expected to enhance innovation capacity and productivity, contributing positively to economic growth.",high,Ingenio2010 Programme,R&D and Innovation Budget Increase,False,announced,The government has set ambitious targets for R&D expenditure.,high,True,3,"This reform represents a significant structural change in Spain's approach to R&D funding, aiming to align with EU averages and stimulate innovation.",high,"The Spanish government has decided on a substantial rise in the research and innovation budget, aiming to increase R&D expenditure to 2% of GDP by 2010 and raise the private sector's contribution to this expenditure by 7 percentage points.",The government has decided on a substantial rise in the research and innovation budget and has set ambitious targets.,44.0,44.0,EVT_ESP_2010.0_1419,1,2007,ESP_2007_005
ESP_2007_028,ESP,Spain,2007,2010.0,2007.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing public R&D funding is expected to enhance innovation capacity and productivity, contributing positively to economic growth.",high,National Reform Programme,,False,announced,The authorities' objective is to raise public R&D spending from 0.5% to 0.9% of GDP by 2010.,high,True,3,"This reform represents a significant increase in public investment in R&D, which is crucial for fostering innovation and enhancing the overall competitiveness of the Spanish economy.",high,"The Spanish government aims to increase public R&D spending from 0.5% to 0.9% of GDP by 2010 as part of its National Reform Programme, reflecting a commitment to enhance the country's research capabilities.",The authorities’ objective is to raise public R&D spending from 0.5% to 0.9% of GDP by 2010.,98.0,98.0,EVT_ESP_2010.0_1420,1,2007,ESP_2007_028
ESP_2012_001,ESP,Spain,2012,2011.0,,,,2011.0,explicit,high,,explicit,high,innovation,knowledge_transfer,,,public_private,applied,growth_supporting,Facilitating collaboration between academia and businesses enhances innovation and technology transfer.,high,"Science, Technology and Innovation Bill",,False,implemented,The bill has been enacted and is currently in force.,high,True,3,The reform significantly changes the legal framework for collaborative research.,high,"The Science, Technology and Innovation Bill reinforces a legal framework for collaborative research projects, promoting the sharing of technology between academia and businesses.","The Science, Technology and Innovation Bill reinforces a legal framework for collaborative research projects.",,,EVT_ESP_2011_0370,3,"2012,2014","ESP_2012_001,ESP_2014_017,ESP_2014_021"
ESP_2014_003,ESP,Spain,2014,2014.0,2014.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"By incentivizing high-performing research institutions, this reform is expected to enhance research quality and its impact on innovation and economic growth.",high,2014 Innovation Capacity Enhancement,Performance-Based Funding Expansion,False,announced,The central government should expand the use of performance-based funding.,high,True,3,"This reform represents a significant shift towards performance-based funding, which can fundamentally change how research institutions operate and collaborate with industry.",high,The government aims to boost innovation capacity by expanding the use of performance-based funding for research institutions and enhancing collaboration with enterprises.,"The central government should expand the use of performance-based funding, such as the 'centre of research excellence' programme.",71.0,71.0,EVT_ESP_2014.0_1423,1,2014,ESP_2014_003
ESP_2017_001,ESP,Spain,2017,2015.0,,,,2015.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"Simplifying access to R&D tax credits encourages more firms to invest in research and development, thereby enhancing innovation and productivity.",high,2015 R&D Tax Credit Simplification,,False,implemented,A new regulation was adopted to simplify procedures for R&D tax credits.,high,False,2,"The reform significantly improves access to R&D tax credits, which can stimulate innovation among younger firms, but does not represent a complete overhaul of the system.",medium,"A new regulation was adopted in June 2015 to simplify bureaucratic procedures when applying for R&D fiscal incentives, aiming to promote the use of the research and development tax credit among younger firms.",A new regulation was adopted in June 2015 to simplify bureaucratic procedures when applying for R&D fiscal incentives.,,,EVT_ESP_2015_0376,1,2017,ESP_2017_001
ESP_2021_015,ESP,Spain,2021,2018.0,,,,,,,,explicit,high,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"These programmes aim to enhance collaboration between public research and businesses, facilitating innovation and technology adoption.",high,Cervera and Misiones Programmes,,False,implemented,"The 'Cervera' programme was launched in 2018, targeting technology transfer.",high,False,2,"These programmes represent a significant effort to enhance technology transfer and collaboration between public and private sectors, addressing key areas of innovation.",medium,"The CDTI launched the 'Cervera' and 'Misiones' programmes to promote technology transfer to the business sector, targeting priority areas including digitalisation.","The CDTI launched two new programmes, the 'Cervera' and 'Misiones' programmes, aiming at the promotion of technology transfer to the business sector.",98.0,98.0,EVT_ESP_2018_0385,2,2021,"ESP_2021_015,ESP_2021_009"
ESP_2018_001,ESP,Spain,2018,2019.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"Enhancing coordination and cooperation in innovation policies is expected to improve the effectiveness of innovation support, thereby fostering a more conducive environment for firms to innovate.",high,R&D Public Policy Network,Coordination and Cooperation Enhancement,True,implemented,The R&D Public Policy Network has been activated and is operational.,high,True,3,"The reform significantly enhances the coordination of innovation policies, which is crucial for improving the overall innovation ecosystem.",medium,"The recently activated R&D Public Policy Network aims to enhance coordination of regional and national innovation policies, addressing the fragmentation in innovation support that complicates navigation for firms. Efforts will continue to improve national and regional cooperation in the design and implementation of innovation policies to avoid duplication and enhance effectiveness. The reactivation of the R&D Public Policy Network (REDIDI) aims to create synergies in the implementation of national and regional smart specialisation strategies.","Innovation support is fragmented, which makes it harder for firms to navigate the system and can lead to duplication. Give the recently activated R&D Public Policy Network a strong mandate to further increase coordination of regional and national innovation policies.",15.0,15.0,EVT_ESP_2018_0383,3,"2018,2021","ESP_2018_002,ESP_2018_001,ESP_2021_008"
ESP_2018_003,ESP,Spain,2018,2019.0,2018.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,rd_funding,,public_private,applied,growth_supporting,Promoting digitalisation and streamlining R&D tax credits are expected to significantly boost private sector investment in R&D and overall innovation performance.,high,Innovation Ecosystem Enhancement,Digitalisation and R&D Tax Credits,True,announced,The plans have been outlined by the new government but are yet to be fully implemented.,medium,True,3,"The reforms represent a major shift in how the government supports innovation and R&D investment, particularly in the context of digitalisation.",high,"The new Spanish government plans to promote digitalisation and internationalisation through lower administrative barriers and new financing forms, aiming to enhance the innovation ecosystem. Additionally, the reform aims to streamline the R&D tax credit system and improve awareness of how to apply for these credits, which is expected to enhance private sector investment in R&D. The government is focusing on enhancing innovation performance by addressing low gross domestic expenditures on R&D and encouraging business R&D investment.",Enhancing innovation performance... gross domestic expenditures on R&D relative to GDP is low in Spain at around half the OECD average.,118.0,118.0,EVT_ESP_2019.0_1426,1,2018,ESP_2018_003
ESP_2021_003,ESP,Spain,2021,2020.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"By better targeting R&D funding, the reform is expected to enhance the innovation capacity of SMEs, leading to increased productivity and economic growth.",high,2020 R&D Funding Reform,,False,implemented,The government has initiated efforts to improve the targeting of R&D grants and loans.,high,False,2,"This reform represents a significant adjustment in the approach to R&D funding, aiming to enhance support for innovative firms, particularly in the SME sector.",medium,"The government aims to improve the targeting of R&D grants and loans managed by the Centre for Technological and Industrial Development (CDTI) to better support innovative firms, particularly SMEs.",R&D grants and loans... can be more targeted to specific policy purposes.,,,EVT_ESP_2020_0386,1,2021,ESP_2021_003
ESP_2021_006,ESP,Spain,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increased public investment in innovation and digital transformation is expected to boost productivity and stimulate private sector investment.,high,Next Generation EU Recovery Plan,,False,implemented,The national recovery plan was approved and outlines the use of EU funds for various sectors.,high,True,3,"This reform represents a significant structural change in public investment strategy, aiming to enhance long-term growth through innovation and digitalisation.",high,"Spain's national recovery plan, approved in April 2021, outlines the use of EUR 154 billion from the Next Generation EU funds, with significant allocations for public investment in digital transformation and innovation.","Spain’s national recovery plan, approved in April 2021, outlines the envisaged use of these funds, in the next three years.",36.0,36.0,EVT_ESP_2021_0390,1,2021,ESP_2021_006
ESP_2021_014,ESP,Spain,2021,2021.0,2020.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,Increased R&D funding is expected to enhance innovation capacity and productivity across sectors.,high,"Science, Technology and Innovation Strategy 2021-27",,False,implemented,The strategy was introduced to reinforce the R&D system.,high,True,3,"This strategy represents a significant overhaul of the R&D funding landscape in Spain, aiming for substantial increases in investment and a more integrated approach to innovation.",high,"The new Science, Technology and Innovation Strategy 2021-27 aims to consolidate and reinforce the science, technology, and innovation system in Spain, with a goal to double public and private R&D spending by 2027.","The new Science, Technology and Innovation Strategy 2021-27 was introduced in 2020 to consolidate and reinforce the science, technology and innovation system in all fields, including digital technologies.",95.0,95.0,EVT_ESP_2021_0391,2,2021,"ESP_2021_014,ESP_2021_016"
ESP_2023_015,ESP,Spain,2023,2021.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By providing financial support to young entrepreneurs, the initiative fosters innovation and the establishment of new businesses, which can enhance economic growth.",high,2021 Youth Entrepreneurship Support,,False,implemented,The ENISA program is actively providing funds to young entrepreneurs.,high,False,2,"This reform significantly enhances access to funding for young entrepreneurs, which is crucial for fostering innovation and entrepreneurship in Spain.",medium,"The National Innovation Enterprise (ENISA) provides guarantee-free funds for young entrepreneurs with innovative projects, allowing them to borrow between EUR 25,000 and EUR 75,000 to support their ventures.",The National Innovation Enterprise (ENISA) provides guarantee-free funds for young entrepreneurs with innovative projects.,111.0,111.0,EVT_ESP_2021_0393,1,2023,ESP_2023_015
ESP_2023_007,ESP,Spain,2023,2022.0,,,,2022.0,explicit,high,,explicit,high,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"By incentivizing knowledge transfer, the reform is expected to enhance innovation and productivity in the private sector.",high,"2022 Science, Technology and Innovation Reform",,False,implemented,The reform has been enacted to promote knowledge transfer and collaboration.,high,True,3,"This reform represents a significant structural change in how public research interacts with the private sector, aiming to boost innovation and productivity across the economy.",high,"The 2022 reform of the Law on Science, Technology and Innovation aims to enhance public-private cooperation by promoting knowledge transfer and collaboration between public research organizations and companies, with provisions for public research staff's knowledge transfer activities to be considered for remuneration and promotion.","The 2022 reform of the Law on Science, Technology and Innovation should help in this regard, with its provisions to promote transfer of knowledge and innovation generated by the public sector.",54.0,54.0,EVT_ESP_2022_0396,2,2023,"ESP_2023_003,ESP_2023_007"
